term	gene
GO:0004566	24434
GO:0030246	24434
GO:0005764	24434
GO:0014823	83504
GO:0002526	83504
GO:1990776	83504
GO:0071774	83504
GO:0042421	83504
GO:0033280	83504
GO:0007568	83504
GO:0003085	83504
GO:0071385	266685
GO:0071378	266685
GO:0071361	266685
GO:0015020	266685
GO:0032496	266685
GO:0071394	266685
GO:0070980	286954
GO:0071385	286954
GO:0043231	286954
GO:0071378	286954
GO:0052695	286954
GO:0071361	286954
GO:0015020	286954
GO:0008210	286954
GO:0032496	286954
GO:0071394	286954
GO:0007608	63867
GO:0032557	289827
GO:0006011	289827
GO:0003983	289827
GO:0005737	289827
GO:0005536	289827
GO:0019255	289827
GO:0050038	171408
GO:0005997	171408
GO:0006006	171408
GO:0003979	83472
GO:0005829	83472
GO:0010033	24192
GO:0072061	24192
GO:0032838	24192
GO:0097454	24192
GO:0097238	24192
GO:0042415	24192
GO:0042629	24192
GO:0043220	24192
GO:1901653	24192
GO:1901360	24192
GO:0009414	24192
GO:0097066	24192
GO:0018505	24192
GO:0060135	24192
GO:0031098	24192
GO:0005829	24192
GO:0005615	24192
GO:0001894	24192
GO:0048471	24192
GO:0048661	24192
GO:0004032	24192
GO:0006061	24192
GO:0005996	24192
GO:0033010	24192
GO:0046427	24192
GO:0016918	296972
GO:0070401	296972
GO:0004032	296972
GO:0042574	296972
GO:0019751	296972
GO:0005829	296972
GO:0070402	296972
GO:0042572	296972
GO:0052650	296972
GO:0047941	78959
GO:0019853	78959
GO:0047939	78959
GO:0110095	78959
GO:0042840	78959
GO:0008270	24788
GO:0009410	24788
GO:0046688	24788
GO:0046686	24788
GO:0006970	24788
GO:0042802	24788
GO:0009725	24788
GO:0031667	24788
GO:0032868	25659
GO:0010043	25659
GO:0009750	25659
GO:0006000	25659
GO:0009749	25659
GO:0004454	25659
GO:0009744	25659
GO:0006003	117276
GO:0007420	117276
GO:0032868	24638
GO:0004331	24638
GO:0051384	24638
GO:0046835	24638
GO:0051591	24638
GO:0033762	24638
GO:0031100	24638
GO:0019900	24638
GO:0043540	24638
GO:0042802	24638
GO:0033133	24638
GO:0003873	24638
GO:0042594	24638
GO:0005524	24638
GO:0070095	24638
GO:0004331	24640
GO:0032024	24640
GO:0005737	24640
GO:0009749	24640
GO:0006090	24640
GO:0019900	24640
GO:0033133	24640
GO:0006007	24640
GO:0006089	24640
GO:0004331	54283
GO:0003873	54283
GO:0051413	316033
GO:0019388	316033
GO:0004565	316033
GO:1904016	316033
GO:0016936	316033
GO:0005764	316033
GO:0008108	298003
GO:0006012	298003
GO:0006258	298003
GO:0050661	252899
GO:0006633	50671
GO:0005737	50671
GO:0005515	50671
GO:0004314	50671
GO:0042802	50671
GO:0004312	50671
GO:0006084	50671
GO:0051792	64669
GO:0016297	64669
GO:0005829	64669
GO:0009410	116719
GO:0005739	116719
GO:0009374	116719
GO:0014070	116719
GO:0009410	60581
GO:0009374	60581
GO:0006633	60581
GO:0003989	60581
GO:0014070	60581
GO:0019432	113976
GO:0047676	113976
GO:0070672	113976
GO:0007584	113976
GO:0001676	113976
GO:0032024	113976
GO:0005783	113976
GO:0035338	113976
GO:0006631	113976
GO:0031966	113976
GO:0005777	113976
GO:0004467	113976
GO:0043025	113976
GO:0015908	113976
GO:0060996	113976
GO:0047676	114024
GO:0007584	114024
GO:0001676	114024
GO:0006633	114024
GO:0007420	114024
GO:0004467	114024
GO:0014070	114024
GO:0019432	117243
GO:0047676	117243
GO:0001666	117243
GO:0007584	117243
GO:0008654	117243
GO:0001676	117243
GO:0048666	117243
GO:0005634	117243
GO:0010976	117243
GO:0009629	117243
GO:0010747	117243
GO:0048545	117243
GO:0004467	117243
GO:0032869	117243
GO:0035338	117243
GO:0015908	117243
GO:0001552	171410
GO:0005737	171410
GO:0042759	171410
GO:0009410	25288
GO:0000038	25288
GO:0005778	25288
GO:0010033	25288
GO:0005886	25288
GO:0015908	25288
GO:0019432	25288
GO:0047676	25288
GO:0044539	25288
GO:0007584	25288
GO:0005741	25288
GO:0042178	25288
GO:0050197	25288
GO:0014070	25288
GO:0005783	25288
GO:0006631	25288
GO:0034201	25288
GO:0010747	25288
GO:0001676	25288
GO:0090434	25288
GO:0004467	25288
GO:0035338	25288
GO:0005739	25288
GO:0005102	29470
GO:0005739	29470
GO:0032868	113965
GO:0009410	113965
GO:0014823	113965
GO:0006635	113965
GO:0003857	113965
GO:0046676	113965
GO:0009725	113965
GO:0016508	170670
GO:0009410	170670
GO:0051287	170670
GO:0000062	170670
GO:0044877	170670
GO:0006635	170670
GO:0016509	170670
GO:0016507	170670
GO:0003857	170670
GO:0003988	170670
GO:0005739	170670
GO:0004300	170670
GO:0006635	140547
GO:0005739	140547
GO:0004300	140547
GO:0006635	170465
GO:0003988	170465
GO:0005759	170465
GO:0047617	170465
GO:0005739	170465
GO:0006084	170465
GO:0044877	171155
GO:0006635	171155
GO:0016507	171155
GO:0003988	171155
GO:0005739	171155
GO:0008021	29411
GO:0043005	29411
GO:0045202	29411
GO:0043025	29411
GO:0005764	29411
GO:0047617	26759
GO:0005829	26759
GO:0001676	50559
GO:0005829	50559
GO:0010667	50559
GO:0047617	50559
GO:0072229	25014
GO:0001889	25014
GO:0007420	25014
GO:0019899	25014
GO:0120225	25014
GO:0042802	25014
GO:0005759	25014
GO:0003985	25014
GO:0060612	25014
GO:0042594	25014
GO:0005777	25014
GO:0005739	25014
GO:0009725	25014
GO:0014070	25014
GO:0031670	308100
GO:0001889	308100
GO:0007420	308100
GO:0005829	308100
GO:0038183	308100
GO:0046952	308100
GO:0071398	308100
GO:0003985	308100
GO:0004165	171142
GO:0006635	171142
GO:0016863	171142
GO:0003857	171142
GO:0019899	171142
GO:0005777	171142
GO:0005829	171142
GO:0004300	171142
GO:0009410	24157
GO:0016401	24157
GO:0007584	24157
GO:0050633	24157
GO:0006635	24157
GO:0003988	24157
GO:0008206	24157
GO:0048545	24157
GO:0005777	24157
GO:0005777	501072
GO:0005515	501072
GO:0000062	25287
GO:0042758	25287
GO:0033539	25287
GO:0004466	25287
GO:0031966	25287
GO:0042802	25287
GO:0005759	25287
GO:0050660	25287
GO:0005739	25287
GO:0005737	100145871
GO:0005634	100145871
GO:0006068	100145871
GO:0007568	100145871
GO:0004022	100145871
GO:0008270	171178
GO:0051287	171178
GO:0035276	171178
GO:0042572	171178
GO:0006067	171178
GO:0019841	171178
GO:0042802	171178
GO:0004022	171178
GO:0051287	24172
GO:0035276	24172
GO:0006069	24172
GO:0097159	24172
GO:0031100	24172
GO:0046186	24172
GO:0005829	24172
GO:0032570	24172
GO:0004022	24172
GO:0004745	24172
GO:0000062	364975
GO:0019395	364975
GO:0006637	364975
GO:0004361	364975
GO:0050660	364975
GO:0005739	364975
GO:0046949	364975
GO:0004095	25413
GO:0006635	25413
GO:0005739	25413
GO:0070542	25413
GO:0000062	25363
GO:0005743	25363
GO:0006635	25363
GO:0003995	25363
GO:0005739	25363
GO:0004466	25363
GO:0050660	25363
GO:0017099	25363
GO:0006641	25757
GO:0009410	25757
GO:0010883	25757
GO:0005515	25757
GO:0031667	25757
GO:0016021	25757
GO:0042755	25757
GO:0010876	25757
GO:1904772	25757
GO:0005741	25757
GO:0046320	25757
GO:0050796	25757
GO:0046677	25757
GO:0014070	25757
GO:0045471	25757
GO:0032000	25757
GO:0006631	25757
GO:0009437	25757
GO:0043279	25757
GO:0071398	25757
GO:0005789	25757
GO:0001676	25757
GO:0031307	25757
GO:0006635	25757
GO:0043231	25757
GO:0097421	25757
GO:0042802	25757
GO:0004095	25757
GO:0005739	25757
GO:0006006	25757
GO:0009055	25618
GO:0016937	25618
GO:0006637	25618
GO:0003995	25618
GO:0032868	25427
GO:0007283	25427
GO:0044752	25427
GO:0043231	25427
GO:0033488	25427
GO:0005737	25427
GO:0008398	25427
GO:0060282	25427
GO:0010288	25427
GO:0001669	25427
GO:0031090	293688
GO:0050613	293688
GO:0005789	293688
GO:0006695	293688
GO:0043231	114100
GO:0000248	114100
GO:0033490	114100
GO:0043231	64191
GO:0045540	64191
GO:0047598	64191
GO:0006695	64191
GO:0043231	81681
GO:0000250	81681
GO:0016125	81681
GO:0006695	81681
GO:0008139	89789
GO:0005737	89789
GO:0000278	89789
GO:0005515	89789
GO:0005635	89789
GO:0005643	89789
GO:0051087	89789
GO:0043231	117278
GO:0000247	117278
GO:0006695	117278
GO:0032868	114700
GO:0009410	114700
GO:0034695	114700
GO:0046688	114700
GO:1900155	114700
GO:0051591	114700
GO:2000830	114700
GO:0033280	114700
GO:0004498	114700
GO:0030279	114700
GO:0051592	114700
GO:0042359	114700
GO:0043434	114700
GO:0042369	114700
GO:0007568	114700
GO:0005739	114700
GO:0007595	114700
GO:0005783	266770
GO:0007584	266770
GO:0008203	266770
GO:0004772	266770
GO:0004772	81782
GO:0005789	29580
GO:0043231	29580
GO:0004310	29580
GO:0006695	29580
GO:0045338	29580
GO:0043231	29230
GO:0008203	29230
GO:0010033	29230
GO:0006725	29230
GO:0004506	29230
GO:0032355	29540
GO:0004303	29540
GO:0009410	29540
GO:1990637	29540
GO:0005148	29540
GO:0060135	29540
GO:0021766	29540
GO:0006703	29540
GO:0016020	29540
GO:0014070	29540
GO:0005740	301517
GO:0005743	301517
GO:0030544	301517
GO:0008203	301517
GO:0030343	301517
GO:0031073	301517
GO:0005739	301517
GO:0032966	25428
GO:0006707	25428
GO:0045471	25428
GO:0043231	25428
GO:0045717	25428
GO:0008123	25428
GO:0038183	25428
GO:0015721	25428
GO:0070857	25428
GO:0042632	25428
GO:0010468	25428
GO:0006699	25428
GO:0071397	25428
GO:0045542	25428
GO:0014070	25428
GO:0051591	25429
GO:0007623	25429
GO:0007613	25429
GO:0009410	25429
GO:0047016	246211
GO:0006707	246211
GO:0043231	246211
GO:0097421	246211
GO:0001558	246211
GO:0032991	79111
GO:0044877	79111
GO:0047747	79111
GO:0043231	79111
GO:0008206	79111
GO:0120019	25541
GO:0050632	25541
GO:0010893	25541
GO:0032355	25541
GO:0008206	25541
GO:0005777	25541
GO:0031315	25541
GO:0071397	25541
GO:0043065	25541
GO:0050633	25541
GO:0044877	25541
GO:0005783	25541
GO:0003988	25541
GO:0005634	25541
GO:0005829	25541
GO:1904109	25541
GO:0007568	25541
GO:1904121	25541
GO:0034699	25541
GO:0019898	25541
GO:0045542	25541
GO:0120020	25541
GO:0006635	25541
GO:0005782	25541
GO:0016020	25541
GO:0042802	25541
GO:0005739	25541
GO:0001889	29725
GO:0031100	29725
GO:0047963	29725
GO:0005777	29725
GO:0005829	29725
GO:0002152	29725
GO:0038183	81924
GO:0008397	81924
GO:0070723	81924
GO:0031667	81924
GO:0000139	29531
GO:0005789	29531
GO:0005783	29531
GO:0042803	29531
GO:0005794	29531
GO:0006572	29531
GO:0005506	29531
GO:0003868	29531
GO:0071548	24813
GO:0051384	24813
GO:0046689	24813
GO:0016597	24813
GO:0004838	24813
GO:0006979	24813
GO:0005739	24813
GO:0006520	24813
GO:0014070	24813
GO:0004395	29309
GO:0032259	29309
GO:0010795	29309
GO:0005739	29309
GO:0009410	24314
GO:1904880	24314
GO:1905395	24314
GO:0010033	24314
GO:0030425	24314
GO:0009743	24314
GO:0033574	24314
GO:0014075	24314
GO:1901698	24314
GO:0032355	24314
GO:0007584	24314
GO:1904844	24314
GO:0043066	24314
GO:0005737	24314
GO:1904772	24314
GO:0043025	24314
GO:0014070	24314
GO:0070301	24314
GO:0003955	24314
GO:0050136	24314
GO:0045471	24314
GO:0005829	24314
GO:0043525	24314
GO:0004784	24314
GO:0002931	24314
GO:0007568	24314
GO:0006116	24314
GO:0009725	24314
GO:0043279	24314
GO:0042373	24314
GO:0051602	24314
GO:0070995	24314
GO:0071248	24314
GO:0006801	24314
GO:0006979	24314
GO:0047057	399684
GO:0042373	399684
GO:0071548	81716
GO:0060437	81716
GO:0010042	81716
GO:0043231	81716
GO:0033280	81716
GO:0019842	81716
GO:0070482	81716
GO:0017187	81716
GO:1904016	81716
GO:0032571	81716
GO:0071107	81716
GO:0008488	81716
GO:0009268	24800
GO:0008284	24800
GO:0005789	24800
GO:0043588	24800
GO:0004773	24800
GO:0043231	24800
GO:0016021	24800
GO:0005635	24800
GO:0043434	24800
GO:0007611	24800
GO:0043627	24800
GO:0014070	24800
GO:0010332	29680
GO:0009410	29680
GO:0009651	29680
GO:0071320	29680
GO:0046686	29680
GO:0018963	29680
GO:0043200	29680
GO:0021766	29680
GO:0008584	29680
GO:0010033	29680
GO:0071276	29680
GO:0015485	29680
GO:0043434	29680
GO:0061370	29680
GO:0018879	29680
GO:0034698	29680
GO:0007584	29680
GO:0017085	29680
GO:0007617	29680
GO:0071222	29680
GO:0071375	29680
GO:0071372	29680
GO:0046677	29680
GO:0033327	29680
GO:0071356	29680
GO:0042542	29680
GO:0008386	29680
GO:0006694	29680
GO:0014070	29680
GO:0060992	29680
GO:0060135	29680
GO:0005743	29680
GO:0033591	29680
GO:0071236	29680
GO:0006082	29680
GO:0071347	29680
GO:0021549	29680
GO:0018958	29680
GO:0033595	29680
GO:0060014	29680
GO:0044344	29680
GO:0043279	29680
GO:0014037	29680
GO:0006700	29680
GO:0010212	29680
GO:0043204	29680
GO:0051412	29680
GO:0071560	29680
GO:0030061	29680
GO:0051591	29680
GO:0018894	29680
GO:0048545	29680
GO:0033197	29680
GO:0005739	29680
GO:0043627	29680
GO:0071371	29680
GO:0009410	25146
GO:0018963	25146
GO:0021766	25146
GO:0008584	25146
GO:0010033	25146
GO:0018879	25146
GO:0034698	25146
GO:0017085	25146
GO:0071371	25146
GO:0034097	25146
GO:0009636	25146
GO:0071222	25146
GO:0033327	25146
GO:0043025	25146
GO:0006694	25146
GO:0042995	25146
GO:0014070	25146
GO:0060992	25146
GO:0051597	25146
GO:0005783	25146
GO:0071236	25146
GO:0006082	25146
GO:0004508	25146
GO:0018958	25146
GO:0009635	25146
GO:0010212	25146
GO:0043231	25146
GO:0051591	25146
GO:0018894	25146
GO:0090031	25146
GO:0048545	25146
GO:0032526	25146
GO:0030325	25146
GO:0010034	25146
GO:0030728	25146
GO:0031667	25146
GO:0005496	24470
GO:0043231	24470
GO:0042448	24470
GO:0050810	24470
GO:0003854	24470
GO:0006694	24470
GO:0034698	29632
GO:0004769	29632
GO:0046686	29632
GO:0021766	29632
GO:0034757	29632
GO:0010288	29632
GO:0033327	29632
GO:0003854	29632
GO:0006702	29632
GO:0051412	29632
GO:0006700	29632
GO:0009410	360348
GO:0051287	360348
GO:0071320	360348
GO:0046686	360348
GO:0005496	360348
GO:0046470	360348
GO:0021766	360348
GO:0008584	360348
GO:0010033	360348
GO:0071288	360348
GO:0010038	360348
GO:0061370	360348
GO:0003854	360348
GO:0008207	360348
GO:0018879	360348
GO:0032355	360348
GO:0014823	360348
GO:0071406	360348
GO:0051592	360348
GO:0071372	360348
GO:0071333	360348
GO:0033327	360348
GO:0032869	360348
GO:0017143	360348
GO:0010288	360348
GO:0014070	360348
GO:0060992	360348
GO:0070301	360348
GO:0070542	360348
GO:0004769	360348
GO:0045471	360348
GO:0060135	360348
GO:0018970	360348
GO:0071373	360348
GO:0033591	360348
GO:0071236	360348
GO:0008202	360348
GO:0016101	360348
GO:0006082	360348
GO:0018958	360348
GO:0046685	360348
GO:0044344	360348
GO:0043279	360348
GO:0009635	360348
GO:0006701	360348
GO:0051412	360348
GO:0010226	360348
GO:0071560	360348
GO:0030061	360348
GO:0035410	360348
GO:0043231	360348
GO:0030851	360348
GO:0018894	360348
GO:0030325	360348
GO:0033197	360348
GO:0008585	360348
GO:0071549	360348
GO:0071371	360348
GO:0030728	360348
GO:0031667	360348
GO:0021983	24950
GO:0009410	24950
GO:0071320	24950
GO:0006710	24950
GO:0008209	24950
GO:0014850	24950
GO:0021766	24950
GO:0030540	24950
GO:0009267	24950
GO:0008584	24950
GO:0071407	24950
GO:0033574	24950
GO:0033218	24950
GO:0032355	24950
GO:0071392	24950
GO:0005737	24950
GO:0042448	24950
GO:0042747	24950
GO:0042428	24950
GO:0032869	24950
GO:0070402	24950
GO:0043025	24950
GO:0006694	24950
GO:0060416	24950
GO:0014070	24950
GO:0060992	24950
GO:0071872	24950
GO:0001889	24950
GO:0021510	24950
GO:0021854	24950
GO:0043209	24950
GO:0016101	24950
GO:0043627	24950
GO:0021987	24950
GO:0021794	24950
GO:0070852	24950
