geneset	gene
GS248333	74155
GS248333	74189
GS248333	74191
GS248333	74370
GS248333	74448
GS248333	319934
GS248333	74646
GS248333	74747
GS248333	74936
GS248333	76459
GS248333	76487
GS248333	76574
GS248333	78177
GS248333	78754
GS248333	60599
GS248333	56405
GS248333	56358
GS248333	57435
GS248333	56323
GS248333	85030
GS248333	100017
GS248333	217410
GS248333	111174
GS248333	140917
GS248333	170799
GS248333	71371
GS248333	215418
GS248333	108960
GS248333	238377
GS248333	319405
GS248333	319655
GS248333	239273
GS248333	241303
GS248333	115489686
GS248333	240869
GS248333	102634835
GS248333	81879
GS248333	230162
GS248333	219134
GS248333	237465
GS248333	320844
GS248333	237625
GS248333	217837
GS248333	68119
GS248333	73649
GS248333	226115
GS248333	225872
GS248333	271005
GS248333	240672
GS248333	258456
GS248333	381924
GS248335	11486
GS248335	11838
GS248335	11839
GS248335	12916
GS248335	68465
GS248335	13170
GS248335	13614
GS248335	13654
GS248335	14176
GS248335	14281
GS248335	14282
GS248335	20525
GS248335	15242
GS248335	16477
GS248335	17294
GS248335	18636
GS248335	19016
GS248335	20425
GS248335	20665
GS248335	22436
GS248335	13656
GS248335	14748
GS248335	14284
GS248335	20887
GS248335	235320
GS248335	20672
GS248335	12575
GS248335	14229
GS248335	19252
GS248335	12053
GS248335	14623
GS248335	14758
GS248335	19416
GS248335	20538
GS248335	12737
GS248335	12741
GS248335	67405
GS248335	20393
GS248335	21946
GS248335	23882
GS248335	24055
GS248335	26556
GS248335	26939
GS248335	27273
GS248335	223775
GS248335	53608
GS248335	53975
GS248335	53417
GS248335	57875
GS248335	56338
GS248335	22295
GS248335	59090
GS248335	80915
GS248335	66119
GS248335	55942
GS248335	66853
GS248335	67217
GS248335	67451
GS248335	67731
GS248335	67839
GS248335	70533
GS248335	68895
GS248335	101401
GS248335	69581
GS248335	69632
GS248335	223828
GS248335	70097
GS248335	70807
GS248335	70834
GS248335	213393
GS248335	329502
GS248335	72287
GS248335	72344
GS248335	230379
GS248335	74155
GS248335	74189
GS248335	74191
GS248335	74370
GS248335	74448
GS248335	319934
GS248335	74646
GS248335	74747
GS248335	74936
GS248335	76459
GS248335	76487
GS248335	76574
GS248335	78177
GS248335	78754
GS248335	60599
GS248335	56405
GS248335	56358
GS248335	57435
GS248335	56323
GS248335	85030
GS248335	100017
GS248335	217410
GS248335	111174
GS248335	140917
GS248335	170799
GS248335	71371
GS248335	215418
GS248335	108960
GS248335	238377
GS248335	319405
GS248335	319655
GS248335	239273
GS248335	241303
GS248335	115489686
GS248335	240869
GS248335	102634835
GS248335	81879
GS248335	230162
GS248335	219134
GS248335	237465
GS248335	320844
GS248335	237625
GS248335	217837
GS248335	68119
GS248335	73649
GS248335	226115
GS248335	225872
GS248335	271005
GS248335	240672
GS248335	258456
