ENTREZ_GENE_A	ENTREZ_GENE_B
19684	9351
19684	9368
15902	15902
15902	15902
12355	23957
23957	5914
23957	6258
23957	7067
14080	19013
398149	21872
51102	19013
51102	20181
14828	13418
14634	22160
51176	16647
51176	16646
16647	51176
16646	51176
12695	14811
12695	16513
12695	16516
12695	14812
12695	14813
12695	14814
13385	14811
13385	14812
13385	14813
13385	14814
13385	14810
12695	16513
12695	16516
12695	14811
12695	14812
12695	14813
12695	14814
3925	14828
3925	16589
3925	12421
14388	17295
58822	18626
58822	18627
58822	18628
11911	1613
11911	13144
11911	1613
1613	11911
13144	13144
53424	22099
53424	269682
53424	72236
53424	77053
53424	100986
100986	53424
269682	53424
72236	53424
77053	53424
2064	74155
74155	2064
2064	74155
596	56208
15511	15516
57750	18128
20473	14797
14797	20473
14797	20476
20473	43162
20473	43162
21888	20473
21888	20476
21888	44108
21888	20473
57530	21872
24596	94275
24596	94275
24596	94275
19200	7454
17258	17126
18844	18186
18844	18187
18160	18844
18844	18160
18160	20346
19361	675
12501	6464
12501	3932
12501	7535
12501	3932
12501	7535
4780	50868
50868	4780
4780	50868
3725	75826
16456	8573
8771	50930
3064	20466
3064	12914
29993	15194
20568	14824
21687	14784
21687	14786
21687	50915
21687	18708
21687	14784
21687	14786
21687	50915
21687	19247
21687	18708
21687	14784
21687	14786
21687	18708
15903	17927
15903	15904
15903	21406
1454	22059
233908	14105
233908	14105
233908	20382
233908	20382
20198	56307
20198	56307
20198	56307
6464	19248
230979	7188
230979	7186
13555	20683
11722	56399
24051	20391
24051	24053
24051	24052
13138	24052
12048	12125
16452	16590
4928	66679
12235	9184
12235	8480
13347	13368
13684	1981
56717	2280
18033	5966
64930	7430
4217	12421
22030	12421
4609	13684
13684	13684
110157	15461
18708	16367
64930	17698
2475	19744
2475	19744
57521	19744
57521	19744
54700	20017
56458	22084
64930	22084
64930	22350
22695	54401
18854	56717
1432	72508
2475	72508
5594	72508
5595	72508
5599	72508
5601	72508
6198	103573
54700	223691
13684	230861
18708	384783
12737	17475
12737	17475
17475	16456
22059	10210
18538	18970
18538	18970
23568	11739
23885	7112
23885	21917
22196	14102
9223	56349
11820	16560
22938	22337
22938	22337
18481	23433
13858	1759
16178	3556
12477	11773
12477	11773
12477	11773
56424	855836
22196	6517
22196	6513
4217	14862
4217	14862
22196	28996
28996	22196
7257	22099
7088	15205
15205	7088
14370	94221
14370	94221
14367	94221
94221	94221
14370	94221
14367	94221
852059	101206
6871	101206
6871	101206
101206	2099
101206	2099
26413	8462
8204	19401
8204	20182
5599	22059
5601	22059
5602	22059
274	14375
274	22596
6520	20540
1238	20302
1238	20296
26400	30957
60597	30957
20617	22144
20617	22144
1869	18033
25454	18188
16476	16476
14281	16476
18507	3838
16476	15242
16476	15426
16476	15405
16476	13798
15242	14281
15242	16476
15982	20467
20467	3475
15982	20467
15982	433759
15982	60406
105844	12042
12042	105844
105844	240354
15260	233876
15260	18505
15260	18509
15260	15081
15260	18505
15260	18509
15260	15081
18505	15260
18505	15260
6531	21804
26904	8832
26904	6504
26904	4063
26904	18106
18106	26904
18106	5781
4063	26904
6504	26904
8832	26904
26904	6504
595	17865
17865	595
12443	17865
19013	10062
12478	18708
12703	93679
12703	93679
93679	12703
13644	14083
13644	50646
13644	2534
2534	13644
14083	13644
50646	13644
14083	10278
22195	24105
22195	23807
22195	9781
9585	14235
22195	108086
22195	23806
22195	23807
22195	30945
22195	24105
22195	108089
22195	140629
21985	7163
21985	7164
21985	7165
21985	7163
21985	7165
5998	22630
5998	22627
26416	1846
26416	5608
26416	5606
3638	235623
235623	3638
3638	235623
235623	6721
54434	12631
85464	12631
32207	12631
4084	20467
4084	20467
4084	20466
4084	20467
12412	12412
11785	351
11785	333
11785	334
351	11785
12494	16818
5781	14389
5295	14389
14389	2885
14389	5781
14389	5295
14389	6464
14389	3635
21804	5747
3937	23880
57440	57440
10938	57440
57440	10938
55914	227937
12005	1499
12005	2932
12005	10297
12005	399455
17279	90441
17279	90441
17279	90441
18754	20779
20779	18754
12412	10155
67203	5048
67203	5048
67203	18472
851212	18983
5978	20467
5978	20467
20467	5978
5978	20467
5978	20466
5978	433759
20466	9318
9318	20466
17354	84220
84220	17354
84220	238799
12922	29151
12922	90226
12922	114131
12922	83428
12922	171530
64680	171530
64680	83428
239528	23405
23405	239528
72088	22295
22196	10691
22196	26205
22196	24413
20390	20390
1244	19684
236643	11891
6236	22004
56437	22004
20416	16331
20416	16331
114774	22431
13858	13858
13858	13858
1017	17865
71770	13858
51341	20683
7704	20683
604	20683
59079	227937
20850	55835
20850	55835
20851	55835
20851	20850
20850	219103
55835	20850
694	18983
694	18983
7832	18983
7832	18983
12520	140559
15170	2494
2494	15170
17979	15170
17979	2494
13858	3267
13858	8650
13858	9253
13858	51362
13858	22905
13858	3268
13859	3267
13859	3268
13859	8650
13859	9253
13859	51362
13859	22905
13858	3267
13858	3268
13858	8650
13858	9253
13858	51362
13858	22905
18222	13858
15463	13858
230654	56438
230654	6923
230654	6921
230654	8065
8454	56438
8453	56438
8452	56438
8065	230654
8065	56438
8065	12703
8065	78889
8453	12703
8453	78889
18452	5034
17984	1874
17984	13555
17984	13555
13555	17984
1874	17984
17984	1874
13555	17984
17984	13555
18091	6722
6722	18091
396103	18091
18091	6722
11772	29211
11772	171435
22787	11434
1013	12387
53608	5536
12465	21454
12462	12461
12468	21454
12468	12464
12466	12461
12466	12465
21349	20466
21349	433759
20466	433759
21349	433759
5504	18005
6722	15361
6722	15364
6722	15361
18005	5504
9569	17344
2969	17344
2969	17344
6722	223701
6722	239719
6722	214384
10487	224727
10487	12331
10487	224727
10487	12331
21826	21825
21825	21826
21826	21826
21825	21825
19016	5469
22196	5903
22196	6672
12125	596
12125	598
12125	597
12125	4170
12125	8655
8655	12125
8655	12125
12125	8655
596	12125
598	12125
8655	12125
8655	13426
8655	22142
13555	20683
1869	20683
1870	20683
1871	20683
12412	10036
40	18693
13555	19290
19290	13555
15461	225870
225870	22627
15461	110157
15461	225870
15461	19730
22627	225870
54401	225870
22631	225870
11350	225870
11350	225870
11350	19303
19303	11350
11350	19303
67087	12387
26413	7157
640	68183
640	68183
7329	19387
7329	19387
7329	19387
18505	10519
18505	10519
10519	18505
21804	216963
21804	216963
19303	216963
19303	54126
17999	23138
11546	11546
142	11546
142	11546
11546	142
17125	75788
243833	17125
17125	243833
17125	243833
17126	243833
4088	243833
4089	243833
4090	243833
243833	17125
243833	17126
243833	4088
243833	4089
243833	4090
18518	19052
18518	17318
17318	18518
18518	19052
18518	17318
8792	22033
8792	22033
26918	7186
7186	26918
4281	18518
11043	18518
18518	4281
18518	11043
53331	58244
53331	20909
53331	22320
53331	20955
53331	22319
53331	58244
53331	14886
53331	22320
55504	22029
55504	22030
55504	22031
55504	22033
23495	24099
9020	22034
20020	4841
20020	4841
18759	327826
327826	5584
18481	54126
16151	10758
16151	10758
245527	22034
29820	22034
22034	211550
194590	13196
13196	194590
50807	194590
194590	50807
194590	8853
50807	194590
5829	194590
17216	55388
17219	55388
3662	12142
12142	3662
3662	12142
56480	10010
56480	10010
22034	26940
7189	26940
26940	7189
26940	22034
16179	26940
26401	26940
26401	26940
26940	26401
4771	30953
4771	30953
30953	4771
18626	3091
19353	51495
19353	51495
16180	4615
9989	56420
12638	218756
12638	26941
1080	59020
1080	59020
59020	1080
23118	26409
23118	26409
26409	7189
26409	23118
18186	6405
8914	18626
8914	18627
21853	18626
21853	18627
12753	8914
12753	18626
5071	18951
5071	18951
26408	13163
8440	18596
5607	26406
26406	5607
26406	5607
10413	22377
10413	22378
22377	10413
56350	5147
56350	18582
13866	55914
20020	9360
9360	20020
7421	17978
6256	17978
17978	7421
17978	10499
17978	22938
17978	5241
64196	12748
12748	64196
170484	4868
170484	4868
4868	170484
4868	12540
4868	19353
4868	11848
26381	133522
26381	10891
26381	133522
26381	10891
10891	26381
133522	26381
17131	10413
24069	10284
24069	10284
24069	10284
24069	20466
10284	20466
2735	20466
2735	24069
2735	24069
10284	24069
10284	20466
20423	2735
20423	2737
20423	10284
20423	24069
20423	20466
2737	24069
2737	20466
10284	24069
10284	20466
20466	24069
4335	20466
267	22213
22213	267
267	22213
267	22213
5586	26405
5586	26405
5586	26405
26405	5586
5586	26405
29542	26409
854444	74915
11798	26405
12575	12567
12575	12566
12575	12443
12476	66889
975	66889
268465	18140
268465	71711
18140	71711
18140	268465
18140	268465
268465	18140
80890	80890
18039	80890
20846	22190
4851	16396
18148	50754
18148	50754
21926	19766
21926	21937
18211	20128
18211	18412
18412	18211
18412	20128
20128	18412
17246	56289
17246	22059
56289	17246
17246	17246
13163	56289
13163	17246
13163	22059
21898	16179
21937	16179
16180	16179
10564	16396
851748	16396
22034	74256
74256	18412
2034	56505
74126	26918
56637	13555
18024	50868
18024	16478
18024	14281
18024	17135
18024	18181
6478	11640
6478	11640
16195	5781
16195	867
16195	15239
13144	66105
13144	216080
13144	56550
13144	66105
22059	17246
50868	18024
56424	11651
84676	12715
58522	1158
20185	224170
224170	15183
224170	433759
18764	269523
18764	17463
18764	64209
64209	18764
22034	74256
74256	18412
17127	56637
22187	27015
22190	27015
27015	22190
5111	27015
5111	27015
18538	27015
74256	19766
19766	16151
24064	21754
22190	20278
22190	20277
13194	22059
14254	16835
18803	14254
12402	14254
17762	15481
17762	12017
22059	17246
17246	22059
8878	243961
8878	13385
8878	14811
8878	14799
8878	11441
14751	547253
17210	23988
5710	19358
5710	19359
19359	5077
22084	64930
64930	22084
15512	50927
50927	15512
12534	50927
12534	15512
50927	15512
12534	15512
12534	50927
12534	268697
50927	12534
50927	15512
268697	12534
72462	51747
72462	8531
72462	8029
72462	9188
72462	8971
72462	3178
72462	3514
72462	28916
72462	3609
72462	51631
72462	4691
72462	4869
72462	142
72462	5499
72462	8899
72462	4736
72462	6124
72462	6125
72462	6175
72462	23076
72462	26156
72462	6426
72462	6431
72462	10189
72462	708
72462	54083
72462	55143
72462	51202
72462	23234
72462	2079
72462	253959
72462	11100
72462	3681
72462	55379
72462	55646
72462	10454
72462	4288
72462	121441
72462	5573
72462	5954
72462	6727
72462	6780
72462	10155
72462	404281
50868	18024
84092	7531
84092	7534
84092	7532
22627	9101
1956	84092
20186	6597
20586	20186
67155	23957
15378	21416
21416	15378
12387	21416
19645	2623
242705	19645
242705	14460
161882	19645
14784	17295
8930	19720
1788	21665
21665	1788
21665	1788
17257	22589
17257	22589
22589	17257
22059	51147
4152	19821
13653	27041
1861	20392
22059	93765
114142	57459
66743	20467
22589	24061
22589	13006
22589	17257
24061	17257
13006	17257
24061	22589
13018	22589
17257	22589
14056	52615
14056	19646
14056	17765
14056	16468
14056	11569
14056	21652
13626	16468
13626	52615
13626	14056
13626	11569
16468	52615
16468	14056
16468	11569
16468	13626
16468	13626
52615	16468
14056	16468
16468	52615
16468	14056
52615	14056
16468	52615
214899	52615
16468	13626
14056	13626
52615	13626
23808	226896
17977	328572
17977	328572
19401	17977
16443	12402
16476	16396
13858	5071
13649	5071
13649	13858
433759	103573
433759	16563
13429	16563
13429	16572
13429	22142
16179	12042
21898	12042
240354	22034
26409	240354
22034	240354
12042	240354
26409	12042
26409	16179
22034	16179
12042	16179
26409	93834
54607	10616
54607	10616
10616	54607
5802965	63985
2543233	63986
2543233	63985
5802965	63986
23802	269523
23802	59007
59007	23802
59007	269523
2542467	13435
2541220	13435
13435	2542467
13435	2541220
16396	16477
7316	26447
26447	5111
26447	5111
853768	23945
6622	104252
6622	93687
6622	226778
6622	381979
6622	12323
6622	108058
6622	12322
6622	13728
6622	19045
6622	109676
6622	226180
6622	17918
6622	67938
6622	76960
6622	12387
6622	56455
6622	12386
6622	20740
6622	77579
6622	18039
6622	55992
6622	12343
6622	69654
6622	66734
6622	20742
6622	13822
6622	50876
6622	13823
6622	11461
6622	11465
6622	17760
6622	17755
6622	67951
6622	68097
6622	72948
6622	22153
6622	22154
6622	22152
6622	22145
6622	226977
6622	54130
6622	11764
6622	11773
6622	71770
6622	11771
6622	67300
6622	22627
6622	22631
6622	22628
6622	235106
6622	12805
6622	20512
6622	56013
6622	13358
6622	68267
6622	80907
6622	21780
6622	11972
6622	11964
6622	14688
6622	14693
6622	20115
6622	67097
6622	268890
6622	12313
6622	330908
6622	53379
6622	621893
6622	12799
6622	268932
6622	216439
6622	66477
6622	21838
6622	11674
6622	20977
6622	17756
6622	17754
6622	17758
6622	245877
6622	18674
6622	56428
6622	78830
6622	67863
6622	50799
6622	15526
6622	14828
6622	223696
6622	22333
6622	22334
6622	22335
6622	16498
6622	16497
6622	71679
6622	11949
6622	11950
6622	11966
6622	11975
6622	14681
6622	66447
6622	76614
6622	20907
6622	20511
6622	17991
6622	110323
6622	16423
6622	14645
6622	20980
6622	15898
6622	18673
6622	66075
6622	15275
6622	12034
6622	73826
6622	11764
6622	67300
6622	20742
6622	230075
6622	22333
6622	69875
6622	17716
6622	595136
6622	17721
6622	17995
6622	104130
6622	17993
6622	66495
6622	226646
6622	67264
6622	225887
6622	230075
6622	66916
6622	67273
6622	227197
6622	75406
6622	17717
6622	68197
6622	72900
6622	66218
6622	67130
6622	66046
6622	66108
6622	17719
6622	68342
6622	68202
6622	66414
6622	68349
6622	67184
6622	68375
6622	68194
6622	67530
6622	22273
6622	66445
6622	66694
6622	67003
6622	66152
6622	22272
6622	12864
6622	17708
6622	20463
6622	12866
6622	12859
6622	17709
6622	12858
6622	12861
6622	67809
6622	14933
6622	30960
6622	56491
6622	68653
6622	53333
6622	20910
856083	74386
16568	17872
17872	16568
56424	7335
56424	7334
4298	208266
904	208266
208266	64144
208266	12455
4298	208266
20466	17128
433759	17128
17127	17128
18044	12912
14460	12912
15182	22632
433759	22632
22632	328572
56070	20595
20595	56070
20595	20638
56070	20595
27374	107701
27374	20630
27374	56070
27374	20638
27374	18458
27374	11991
27374	66870
22632	13018
13018	22632
12151	66233
12151	66233
18128	66993
19664	66993
19664	18128
84092	1956
21869	20586
15469	19656
15469	56449
15469	66511
15469	51810
15469	66870
15469	67134
15469	67070
66511	15469
15469	66511
27374	66511
21349	19720
21349	19720
21349	19720
19720	21423
19720	17172
19720	17927
12419	326601
19712	20687
20687	19712
56312	328572
56312	13207
328572	56312
13207	56312
17927	56312
56312	328572
56312	13207
233490	26379
233490	26379
19017	26379
12417	228536
228536	15184
228536	17190
228536	20683
22761	14460
22761	13016
22761	13017
22761	99982
22761	116870
22761	23942
22761	245688
22761	225182
22761	15182
22761	433759
22761	14460
22761	23942
22761	99982
22761	13016
22761	13017
15378	11614
11614	15378
11614	15378
17535	19090
11518	20586
11518	20588
11518	20466
268373	433759
268373	17191
16476	13982
13982	16476
17127	20613
17128	20613
19016	17283
19016	17283
84148	116848
17127	15251
72416	56458
664799	214572
27374	20586
27374	17927
20586	27374
17927	27374
378477	13543
11545	12616
11568	18022
11568	229004
11622	11632
11694	81703
11695	11695
11695	12590
11695	12591
11695	12592
11695	13390
11695	13392
11695	13395
11695	14106
11695	15375
11695	15395
11695	15396
11695	15408
11695	15423
11695	15432
11695	15433
11695	16825
11695	16917
11695	18424
11695	18505
11695	18933
11695	18994
11695	18997
11695	19434
11695	20670
11695	20674
11695	27217
11695	57765
11695	71991
11695	114606
11695	216154
11695	233863
11789	12387
11835	17978
11835	18986
11835	27140
11865	13819
11865	15251
11865	56736
