geneset	term
GS75647	D003932
GS75647	D005786
GS75647	D000818
GS75647	D012380
GS75647	D049229
GS75647	D002478
GS75647	D013287
GS75647	D001522
GS75647	D006728
GS75647	D049229
GS75647	D016133
GS75647	D012201
GS75647	D016133
GS75647	D020869
GS75647	D015203
GS75647	D010969
GS75647	D012201
GS75649	D001665
GS75649	D019966
GS75649	D016000
GS75649	D010969
GS75649	D001522
GS75649	D012201
GS75649	D017403
GS75649	D020411
GS75649	D051379
GS75649	D020869
GS75649	GO:0005622
GS75649	D016133
GS75649	D053263
GS75649	D000818
GS75649	D012333
GS75649	D006728
GS75649	D049229
GS75649	D005786
GS75649	MP:0002555
GS75649	D003932
GS75649	D017072
GS75649	D000704
GS75649	D010988
GS75649	D004210
GS75649	D009538
GS75649	D008810
GS75649	D012201
GS75649	D015203
GS75649	D016133
GS75649	D002478
GS75649	D013287
GS75649	GO:0010467
GS75649	MA:0000168
GS75649	MA:0000891
GS75649	D000701
GS75649	D000431
GS75649	D009020
GS75649	D014158
GS75649	D033481
GS75649	D049229
GS75649	D009934
GS75649	D003042
GS75649	D004364
GS75649	D012380
GS75649	D008694
GS75649	D020869
GS75649	D051379
GS75649	D001921
GS75649	MA:0000891
GS75649	D009020
GS75649	D051379
GS75649	D000697
GS75649	D013287
GS75649	D014157
GS75649	D055785
GS75650	D033481
GS75650	D000818
GS75650	D012201
GS75650	D001665
GS75650	D014157
GS75650	D016133
GS75650	D049229
GS75650	D053263
GS75650	D003932
GS75650	D013287
GS75650	D010969
GS75650	D020411
GS75650	D019966
GS75650	D016000
GS75650	D012201
GS75650	D012333
GS75650	D055785
GS75650	D015203
GS75650	MP:0002555
GS75650	MA:0000891
GS75650	GO:0005622
GS75650	D000701
GS75650	D008810
GS75650	D000431
GS75650	D000704
GS75650	D009020
GS75650	MA:0000168
GS75650	GO:0010467
GS75650	D009934
GS75650	D003042
GS75650	D004364
GS75650	D012380
GS75650	D008694
GS75650	D020869
GS75650	D051379
GS75650	D001921
GS75650	D020869
GS75650	MA:0000891
GS75650	D017403
GS75650	D010988
GS75650	D004210
GS75650	D009538
GS75650	D009020
GS75650	D051379
GS75650	D000697
GS75650	D005786
GS75650	D049229
GS75650	D006728
GS75650	D016133
GS75650	D001522
GS75650	D013287
GS75650	D051379
GS75650	D014158
GS75650	D002478
GS75650	D017072
GS75651	MA:0000891
GS75651	D012201
GS75651	GO:0010467
GS75651	D003932
GS75651	D015203
GS75651	D020411
GS75651	MP:0002555
GS75651	D016133
GS75651	D002478
GS75651	D049229
GS75651	D006728
GS75651	D005786
GS75651	D012333
GS75651	D017072
GS75651	D000818
GS75651	D000697
GS75651	D016133
GS75651	D001522
GS75651	D016000
GS75651	D014158
GS75651	D014157
GS75651	D053263
GS75651	D033481
GS75651	D049229
GS75651	D010969
GS75651	D012201
GS75651	D019966
GS75651	D013287
GS75651	D055785
GS75651	GO:0005622
GS75651	D001665
GS75651	D008810
GS75651	D020869
GS75651	D000704
GS75651	D051379
GS75651	D009020
GS75651	MA:0000891
GS75651	D001921
GS75651	D051379
GS75651	D020869
GS75651	D008694
GS75651	D012380
GS75651	D017403
GS75651	D010988
GS75651	D004210
GS75651	D009538
GS75651	D013287
GS75651	D004364
GS75651	D003042
GS75651	D009934
GS75651	D009020
GS75651	D051379
GS75651	D000431
GS75651	D000701
GS75651	MA:0000168
GS75652	D055785
GS75652	D012201
GS75652	D016133
GS75652	D033481
GS75652	D016133
GS75652	D012201
GS75652	D000704
GS75652	MP:0002555
GS75652	D005786
GS75652	D017403
GS75652	D010969
GS75652	D001665
GS75652	D014157
GS75652	D016000
GS75652	D001522
GS75652	D020411
GS75652	GO:0005622
GS75652	GO:0010467
GS75652	MA:0000168
GS75652	MA:0000891
GS75652	D000701
GS75652	D000431
GS75652	D009020
GS75652	D009934
GS75652	D003042
GS75652	D004364
GS75652	D012380
GS75652	D008694
GS75652	D020869
GS75652	D051379
GS75652	D001921
GS75652	MA:0000891
GS75652	D051379
GS75652	D009538
GS75652	D010988
GS75652	D004210
GS75652	D009538
GS75652	D015203
GS75652	D002478
GS75652	D014158
GS75652	D049229
GS75652	D012333
GS75652	D017072
GS75652	D049229
GS75652	D006728
GS75652	D000818
GS75652	D053263
GS75652	D020869
GS75654	D014157
GS75654	D008810
GS75654	D016133
GS75654	D001665
GS75654	D010969
GS75654	D017403
GS75654	D012201
GS75654	D013287
GS75654	D005786
GS75654	MP:0002555
GS75654	D000704
GS75654	D012201
GS75654	D016133
GS75654	D014158
GS75654	D002478
GS75654	D049229
GS75654	D015203
GS75655	D020869
GS75655	D016133
GS75655	D016000
GS75655	D051379
GS75655	D010988
GS75655	D014157
GS75655	D001665
GS75655	D008810
GS75655	D016133
GS75655	D001921
GS75655	D014158
GS75655	D004210
GS75655	MA:0000891
GS75655	D010969
GS75655	D006728
GS75655	D051379
GS75655	D020869
GS75655	D002478
GS75655	D009538
GS75655	GO:0005622
GS75655	D049229
GS75655	D013287
GS75655	D017403
GS75655	D005786
GS75655	D003932
GS75655	D017072
GS75655	D013287
GS75655	D012333
GS75655	MP:0002555
GS75655	D053263
GS75655	D009538
GS75655	D000704
GS75655	D009020
GS75655	D000431
GS75655	D000701
GS75655	MA:0000891
GS75655	MA:0000168
GS75655	GO:0010467
GS75655	D019966
GS75655	D012201
GS75655	D009934
GS75655	D003042
GS75655	D033481
GS75655	D049229
GS75655	D020411
GS75655	D051379
GS75655	D012201
GS75655	D001522
GS75655	D055785
GS75655	D000818
GS75655	D000697
GS75655	D015203
GS75655	D004364
GS75655	D012380
GS75655	D008694
