geneset	gene
GS246761	25590
GS246761	25302
GS246761	24264
GS246761	25275
GS246761	24268
GS246761	497840
GS246761	25756
GS246761	25414
GS246761	25417
GS246761	25420
GS246761	24962
GS246761	29277
GS246761	24307
GS246761	54248
GS246761	24309
GS246761	25311
GS246761	25666
GS246761	25253
GS246761	24318
GS246761	25195
GS246761	24329
GS246761	25129
GS246761	24336
GS246761	25317
GS246761	25318
GS246761	314322
GS246761	24947
GS246761	24380
GS246761	50577
GS246761	29234
GS246761	25159
GS246761	24387
GS246761	25454
GS246761	25235
GS246761	24392
GS246761	25674
GS246761	24397
GS246761	25456
GS246761	25139
GS246761	24896
GS246761	25236
GS246761	24406
GS246761	24410
GS246761	24411
GS246761	24412
GS246761	24414
GS246761	24416
GS246761	24417
GS246761	24418
GS246761	24423
GS246761	201097
GS246761	25723
GS246761	25605
GS246761	24443
GS246761	25675
GS246761	25231
GS246761	24464
GS246761	24472
GS246761	24473
GS246761	25187
GS246761	25324
GS246761	25585
GS246761	24482
GS246761	360622
GS246761	25285
GS246761	25724
GS246761	25262
GS246761	24516
GS246761	24517
GS246761	29416
GS246761	50599
GS246761	246332
GS246761	25626
GS246761	24530
GS246761	300438
GS246761	25329
GS246761	25055
GS246761	25157
GS246761	24914
GS246761	54267
GS246761	29409
GS246761	25263
GS246761	25152
GS246761	29456
GS246761	24546
GS246761	24547
GS246761	24908
GS246761	25684
GS246761	24553
GS246761	29582
GS246761	60427
GS246761	25037
GS246761	24558
GS246761	24560
GS246761	25482
GS246761	25483
GS246761	24575
GS246761	24582
GS246761	24587
GS246761	24588
GS246761	29204
GS246761	29458
GS246761	54276
GS246761	25495
GS246761	24598
GS246761	29492
GS246761	25339
GS246761	29358
GS246761	25340
GS246761	54278
GS246761	29613
GS246761	25601
GS246761	25041
GS246761	24615
GS246761	25507
GS246761	24616
GS246761	29433
GS246761	25508
GS246761	25509
GS246761	29700
GS246761	25204
GS246761	25121
GS246761	54281
GS246761	29691
GS246761	24648
GS246761	25692
GS246761	24943
GS246761	25702
GS246761	24669
GS246761	24679
GS246761	24681
GS246761	25523
GS246761	24684
GS246761	24688
GS246761	29245
GS246761	25526
GS246761	29644
GS246761	25269
GS246761	24703
GS246761	25703
GS246761	24718
GS246761	24716
GS246761	25106
GS246761	54297
GS246761	25348
GS246761	29304
GS246761	24765
GS246761	29686
GS246761	25349
GS246761	25665
GS246761	25122
GS246761	25216
GS246761	29751
GS246761	29360
GS246761	29517
GS246761	25546
GS246761	25197
GS246761	29501
GS246761	29482
GS246761	29483
GS246761	24784
GS246761	25123
GS246761	24787
GS246761	29361
GS246761	29366
GS246761	29211
GS246761	25353
GS246761	29230
GS246761	24950
GS246761	25033
GS246761	83783
GS246761	29398
GS246761	25559
GS246761	24949
GS246761	24806
GS246761	24808
GS246761	24807
GS246761	24825
GS246761	24827
GS246761	25085
GS246761	25357
GS246761	25570
GS246761	25571
GS246761	25232
GS246761	29545
GS246761	24861
GS246761	50555
GS246761	29402
GS246761	25624
GS246761	29169
GS246761	24882
GS246761	24916
GS246761	25579
GS246761	58959
GS246761	29543
GS246761	29595
GS246761	29662
GS246761	25136
GS246761	29393
GS246761	79246
GS246761	56759
GS246761	29367
GS246761	29738
GS246761	64356
GS246761	29580
GS246761	289606
GS246761	29707
GS246761	58979
GS246761	29708
GS246761	29629
GS246761	58844
GS246761	58853
GS246761	58949
GS246761	29689
