geneset	term
GS74019	GO:0007165
GS74019	D008957
GS74020	GO:0007165
GS74020	D017208
GS74020	D004195
GS74020	GO:0009293
GS74020	D000575
GS74020	D000575
GS74020	D006179
GS74020	D009478
GS74020	D000679
GS74020	D000437
GS74020	D008957
GS74020	D009479
GS74020	D017208
GS74020	D017208
GS74020	D051381
GS74020	D015398
GS74020	D005786
GS74020	D051381
GS74020	D006624
GS74020	D000818
GS74020	D016548
GS74020	MA:0000191
GS74020	GO:0010467
GS74020	D012984
GS74020	D016000
GS74020	D020411
GS74020	D046228
GS75568	D012439
GS75568	D009714
GS75568	D000679
GS75568	D012313
GS75568	D014867
GS75568	D016424
GS75568	GO:0005623
GS75568	D051381
GS75568	D012439
GS75568	GO:0005634
GS75568	D000431
GS75568	D012439
GS75568	D000437
GS75568	MA:0000887
GS75568	GO:0007268
GS75568	D011919
GS75568	D051381
GS75568	D009714
GS75568	D009714
GS75568	D008960
GS75568	D002477
GS75568	D000431
GS75568	D009435
GS75568	GO:0022008
GS75568	D046228
GS75568	D012646
GS75568	D020133
GS75568	D020411
GS75569	D008959
GS75569	D009714
GS75569	D000679
GS75569	D000679
GS75569	D009714
GS75569	D055495
GS75569	D000679
GS75569	D000437
GS75569	GO:0005634
GS75569	D012439
GS75569	D012646
GS75569	D012439
GS75569	D012439
GS75569	D006706
GS75569	D020133
GS75569	D008960
GS75569	D011919
GS75569	D016424
GS75569	GO:0007268
GS75569	GO:0050801
GS75569	D000818
GS75569	D003216
GS75569	GO:0010467
GS75569	GO:0022008
GS75569	D009435
GS75569	D000431
GS75569	D002477
GS75569	D051381
GS75569	D046228
GS75569	D000818
GS75569	D051381
GS75569	D014867
GS75569	D012313
GS75569	D014867
GS75569	D000431
GS75569	D051381
GS75569	MA:0000887
GS75569	MA:0000887
GS75569	GO:0005623
GS75569	D020411
GS75570	D051381
GS75570	D000679
GS75570	GO:0005634
GS75570	D012439
GS75570	D009435
GS75570	D012646
GS75570	D000818
GS75570	D011919
GS75570	D020133
GS75570	D008959
GS75570	D012439
GS75570	D000431
GS75570	D006706
GS75570	D002477
GS75570	GO:0010467
GS75570	D014867
GS75570	D012313
GS75570	D014867
GS75570	D051381
GS75570	D046228
GS75570	D009714
GS75570	D009714
GS75570	D000679
GS75570	D000818
GS75570	D000679
GS75570	D055495
GS75570	GO:0022008
GS75570	D003216
GS75570	D051381
GS75570	GO:0050801
GS75570	MA:0000887
GS75570	D008960
GS75570	D000437
GS75570	MA:0000887
GS75570	D000431
GS75570	D020411
GS75570	GO:0005623
GS75570	D016424
GS75570	GO:0007268
GS75570	D000431
GS75571	GO:0022008
GS75571	D000818
GS75571	GO:0050801
GS75571	D008960
GS75571	D009714
GS75571	D000679
GS75571	D020411
GS75571	D055495
GS75571	GO:0007268
GS75571	D051381
GS75571	D000437
GS75571	D000431
GS75571	GO:0005634
GS75571	D012439
GS75571	D012646
GS75571	D012439
GS75571	D014867
GS75571	D012313
GS75571	D012439
GS75571	D006706
GS75571	D008959
GS75571	D011919
GS75571	GO:0005623
GS75571	D016424
GS75571	MA:0000887
GS75571	MA:0000887
GS75571	D009714
GS75571	D000679
GS75571	D000679
GS75571	D051381
GS75571	D000431
GS75571	D000818
GS75571	D046228
GS75571	D051381
GS75571	D002477
GS75571	D003216
GS75571	D020133
GS75571	D000431
GS75571	D009435
GS75571	GO:0010467
GS75746	D020869
GS75746	D002874
GS75746	D051381
GS75746	D000679
GS75746	D000818
GS75746	GO:0010467
GS75746	GO:0005694
GS75746	MA:0000191
GS75746	MA:0000887
GS75746	D010641
GS75746	D001921
GS75746	D000428
GS75746	MA:0000168
GS75746	D006624
GS75746	D051381
GS75746	D000428
GS75746	D004195
GS75746	D040641
GS75746	MP:0001987
GS75746	D005819
GS75746	MA:0000905
GS75746	D000818
GS75746	D017770
GS75746	D012313
GS75746	D051381
GS75746	D016133
GS75746	D002894
GS75746	D008722
GS75746	D017208
GS75746	D011209
GS75746	D016133
GS75746	D020296
GS75746	MA:0000887
GS75746	D009714
GS75746	D005838
GS75746	GO:0005634
GS75746	D001921
GS75746	D040641
GS75746	D007062
GS75746	D000679
GS75746	D046228
GS75746	D020296
GS75746	D002875
GS75747	D051381
GS75747	D002874
GS75747	GO:0010467
GS75747	GO:0005694
GS75747	MA:0000191
GS75747	MA:0000168
GS75747	D006624
GS75747	D051381
GS75747	D000428
GS75747	D040641
GS75747	D002875
GS75747	D000818
GS75747	D001921
GS75747	D051381
GS75747	D004195
GS75747	D017770
GS75747	D020296
GS75747	D040641
GS75747	D000818
GS75747	D005819
GS75747	D010641
GS75747	D000428
GS75747	MP:0001987
GS75747	MA:0000887
GS75747	MA:0000905
GS75747	MA:0000905
GS75747	D020296
GS75747	D009714
GS75747	D008722
GS75747	D000679
GS75747	D011209
GS75747	D002894
GS75747	D012313
GS75747	D016133
GS75747	D016133
GS75747	D017208
GS75747	D005838
GS75747	GO:0005634
GS75747	D001921
GS75747	D046228
GS75747	D020869
GS75747	D007062
GS75748	D002874
GS75748	MA:0000905
GS75748	GO:0005634
GS75748	D004195
GS75748	D000818
GS75748	D000428
GS75748	D051381
GS75748	MA:0000887
GS75748	D011209
GS75748	D000818
GS75748	D002875
GS75748	D000679
GS75748	D009714
GS75748	D040641
GS75748	D051381
GS75748	D000428
GS75748	D005819
GS75748	D005838
GS75748	D020869
GS75748	D051381
GS75748	MP:0001987
GS75748	D012313
GS75748	D006624
GS75748	D010641
GS75748	D008722
GS75748	D046228
GS75748	D020296
GS75748	D001921
GS75748	D001921
GS75748	D020296
GS75748	D017208
GS75748	D016133
GS75748	MA:0000191
GS75748	GO:0010467
GS75748	GO:0005694
GS75748	D016133
GS75748	D040641
GS75748	MA:0000168
GS75748	D002894
GS75748	D007062
GS75748	MA:0000191
GS75748	D017770
GS75748	D006624
GS75749	D051381
GS75749	D016133
GS75749	D012313
GS75749	D020296
GS75749	MA:0000887
GS75749	D005819
GS75749	D002874
GS75749	MA:0000905
GS75749	D020296
GS75749	D051381
GS75749	D020869
GS75749	GO:0010467
GS75749	MP:0001987
GS75749	D011209
GS75749	D046228
GS75749	GO:0005694
GS75749	D001921
GS75749	MA:0000191
GS75749	D040641
GS75749	D017770
GS75749	GO:0005634
GS75749	GO:0005634
GS75749	D000818
GS75749	D004195
GS75752	D018094
GS75752	D050683
GS75752	D008565
GS75752	D019295
GS75752	D050988
GS75752	D012333
GS75752	D000575
GS75753	MA:0000887
GS75753	D017208
GS75753	GO:0010467
GS75753	D000222
GS75753	D000431
GS75753	D000427
GS75753	D012718
GS75753	D006179
GS75753	D000679
GS75753	D001921
GS75753	D051381
GS75753	D015533
GS75753	D007700
GS75753	D001522
GS75753	GO:0010467
GS75753	MA:0000905
GS75753	D051381
GS75753	D020411
GS75753	D000431
GS75753	D000437
GS75753	D003345
GS75753	D000679
GS75753	D000431
GS75753	D015854
GS75753	MA:0000904
GS75753	D043883
GS75753	D010770
GS75753	D051381
GS75753	D011494
GS75753	MA:0000904
GS75753	D001921
GS75753	D020869
GS75753	MA:0000887
GS75753	D000679
GS75753	MA:0000168
GS75753	D005625
GS75753	D000818
GS75753	D013812
GS75753	D012926
GS75753	D013654
GS75753	D003216
GS75753	D006179
GS75753	D006801
GS75753	D012718
GS75753	D043883
GS75753	D000437
GS135215	D057229
GS135215	D009435
GS135215	D003042
GS135215	D019970
GS135215	D051381
GS135215	D013812
GS135215	D011506
GS135215	D012333
GS135215	D019966
GS135215	D001519
GS135215	D006801
GS135215	D000818
GS135215	D001921
GS135215	GO:0007610
GS135215	MA:0000191
GS135215	D006624
GS135215	D008660
GS135215	D009435
GS135215	D003042
GS135215	D051381
GS135215	D011506
GS135215	D012333
GS135215	D001519
GS135215	D012054
GS135215	D020500
GS135215	D005680
GS135215	GO:0009058
GS135215	D005680
GS135215	D015984
GS135215	GO:0009058
GS135215	D012008
GS135215	D008660
GS135215	D003213
GS135215	D008568
GS135215	D057229
GS135215	D000437
GS135215	GO:0007613
GS135215	GO:0023052
GS135215	GO:0008152
GS135215	MP:0002555
GS135215	GO:0008152
GS135215	D016000
GS135215	GO:0007268
GS135215	GO:0007268
GS135215	GO:0007610
GS135215	GO:0010467
GS135215	MA:0000191
GS135215	MA:0000168
GS135215	D006624
GS352807	D017208
GS352807	D009021
GS352807	CHEBI:17303
GS352807	D017207
GS352807	CHEBI:17303
GS352807	DOID:2560
