geneset	gene
GS137407	51428
GS137407	7791
GS137407	84196
GS137407	25836
GS137407	5878
GS137407	9037
GS137407	23424
GS137407	84874
GS137407	56888
GS137407	221154
GS137407	83871
GS137407	2953
GS137407	79006
GS137407	6218
GS137407	726
GS137407	2289
GS137407	6920
GS137407	64506
GS137407	51129
GS137407	117155
GS137407	283576
GS137407	2254
GS137407	84440
GS137407	53354
GS137407	23116
GS137407	23506
GS137407	51493
GS137407	23650
GS137407	23394
GS137407	5625
GS137407	84259
GS137407	1837
GS137407	10890
GS137407	80162
GS137407	84067
GS137407	8214
GS137407	5018
GS137407	2673
GS137407	224
GS137407	124402
GS137407	10695
GS137407	22902
GS137407	55201
GS137407	115426
GS137407	7122
GS137407	7326
GS137407	57580
GS137407	10125
GS137407	64781
GS137407	60558
GS137407	28964
GS137407	9069
GS137407	55471
GS137407	51397
GS137407	79036
GS137407	7072
GS137407	89890
GS137407	4686
GS137407	10616
GS137407	7111
GS137407	87178
GS137407	157697
GS137407	9097
GS137407	55501
GS137407	54980
GS137407	10297
GS137407	64771
GS137407	9228
GS137407	55207
GS137407	23523
GS137407	259217
GS137407	6631
GS137407	147463
GS137407	220323
GS137407	84547
GS137407	79987
GS137407	6238
GS137407	64428
GS137407	6188
GS137407	84959
GS137407	2268
GS137407	6732
GS137407	90378
GS137407	6122
GS137407	10581
GS137407	9149
GS137407	5190
GS137407	57578
GS137407	57572
GS137407	51574
GS137407	2762
GS137407	84264
GS137407	8803
GS137407	6883
GS137407	11007
GS137407	65990
GS137407	10410
GS137407	79731
GS137407	54840
GS137407	5447
GS137407	5522
GS137407	54737
GS137407	8428
GS137407	9846
GS137407	10592
GS137407	7726
GS137407	8872
GS137407	83852
GS137407	55861
GS137407	51379
GS137407	2565
GS137407	149076
GS137407	112464
GS137407	2901
GS137407	7549
GS137407	10157
GS137407	27075
GS137407	57556
GS137407	7392
GS137407	6722
GS137407	26278
GS137407	57104
GS137407	1912
GS137407	2037
GS137407	715
GS137407	5605
GS137407	10659
GS137407	23324
GS137407	8899
GS137407	81932
GS137407	25797
GS137407	10199
GS137407	11336
GS137407	338707
GS137407	2017
GS137407	22841
GS137407	158
GS137407	5871
GS137407	2091
GS137407	3035
GS137407	8500
GS137407	374882
GS137407	10618
GS137407	51604
GS137407	54973
GS137407	1434
GS137407	7078
GS137407	10589
GS137407	3955
GS137407	57380
GS137407	92840
GS137407	9774
GS137407	7915
GS137407	27352
GS137407	23438
GS137407	9690
GS137407	8881
GS137407	10457
GS137407	54908
GS137407	51816
GS137407	9751
GS137407	126393
GS137407	55616
GS137407	26249
GS137407	85379
GS137407	55622
GS137407	54482
GS137407	323
GS137407	6950
GS137407	118487
GS137407	7903
GS137407	2202
GS137407	2963
GS137407	26234
GS137407	23053
GS137407	27342
GS137407	27173
GS137407	9589
GS137407	130557
GS137407	28984
GS137407	7329
GS137407	11282
GS137407	7804
GS137407	23648
GS137407	23379
GS137407	8634
GS137407	10949
GS137407	23588
GS137407	11335
GS137407	55330
GS137407	126789
GS137407	2805
GS137407	51306
GS137407	9778
GS137407	9215
GS137407	102
GS137407	79886
GS137407	9724
GS137407	10454
GS137407	122830
GS137407	63939
GS137407	51112
GS137407	23207
GS137407	23061
GS137407	8220
GS137407	222236
GS137407	177
GS137407	79694
GS137407	129080
GS137407	120227
GS137407	83787
GS137407	23335
GS137407	279
GS137407	83733
GS137407	51528
GS137407	93664
GS137407	6059
GS137407	23530
GS137407	91355
GS137407	7322
GS137407	27043
GS137407	998
GS137407	51271
GS137407	56897
GS137407	51449
GS137407	23365
GS137407	23078
GS137407	25807
GS137407	5684
GS137407	51076
GS137407	7528
GS137407	10948
GS137407	9108
GS137407	123096
GS137407	51286
GS137407	153830
GS137407	23384
GS137407	8425
GS137407	84545
GS137407	10690
GS137407	23392
GS137407	51126
GS137407	30818
GS137407	84287
GS137407	976
GS137407	22948
GS137407	23351
GS137407	1737
GS137407	277
GS137407	79133
GS137407	65110
GS137407	23269
GS137407	6643
GS137407	8815
GS137407	10393
GS137407	60
GS137407	7862
GS137407	25948
GS137407	134510
GS137407	91039
GS137407	54606
GS137407	6576
GS137407	3839
GS137407	78990
GS137407	85460
GS137407	238
GS137407	57680
GS137407	84173
GS137407	285368
GS137407	6281
GS137407	414189
GS137407	64748
GS137407	2027
GS137407	54951
GS137407	23673
GS137407	163732
GS137407	7464
GS137407	977
GS137407	84818
GS137407	283489
GS137407	23478
GS137407	26284
GS137407	5216
GS137407	8612
GS137407	64921
GS137407	83694
GS137407	84811
GS137407	5834
GS137407	10559
GS137407	143686
GS137407	27020
GS137407	7917
GS137407	11313
GS137407	3590
GS137407	26090
GS137407	254863
GS137407	2926
GS137407	114825
GS137407	51663
GS137407	23649
GS137407	5315
GS137407	23013
GS137407	23635
GS137407	2011
GS137407	84269
GS137407	2592
GS137407	81490
GS137407	158399
GS137407	64395
GS137407	23312
GS137407	64745
GS137407	7516
GS137407	23373
GS137407	84529
GS137407	7132
GS137407	3321
GS137407	11017
GS137407	26027
GS137407	80135
GS137407	51510
GS137407	125476
GS137407	120534
GS137407	285527
GS137407	22941
GS137407	64225
GS137407	9375
GS137407	57799
GS137407	282679
GS137407	114784
GS137407	1820
GS137407	83548
GS137407	5538
GS137407	415116
GS137407	25764
GS137407	2135
GS137407	391
GS137407	8816
GS137407	51569
GS137407	6786
GS137407	10771
GS137407	4799
GS137407	5297
GS137407	6814
GS137407	55607
GS137407	83732
GS137407	57555
GS137407	135138
GS137407	25901
GS137407	57515
GS137407	56985
GS137407	83606
GS137407	51495
GS137407	210
GS137407	1140
GS137407	84326
GS137407	23767
GS137407	6468
GS137407	54107
GS137407	51251
GS137407	253558
GS137407	5587
GS137407	6780
GS137407	120
GS137407	29078
GS137407	10943
GS137407	23047
GS137407	8078
GS137407	9218
GS137407	170463
GS137407	9557
GS137407	57570
GS137407	84932
GS137407	4331
GS137407	145389
GS137407	23595
GS137407	55245
GS137407	4974
GS137407	55847
GS137407	23089
GS137407	9465
GS137407	2767
GS137407	79621
GS137407	51028
GS137407	200634
GS137407	25780
GS137407	8976
GS137407	53615
GS137407	55122
GS137407	8650
GS137407	54976
GS137407	79609
GS137407	5191
GS137407	10992
GS137407	57472
GS137407	55707
GS137407	9365
GS137407	26133
GS137407	6767
GS137407	6925
GS137407	165257
GS137407	4897
GS137407	171425
GS137407	2937
GS137407	10775
GS137407	1147
GS137407	113201
GS137407	147495
GS137407	375704
GS137407	1387
GS137407	22829
GS137407	7268
GS137407	4677
GS137407	1271
GS137407	374977
GS137407	6232
GS137407	63929
GS137407	9742
GS137407	7709
GS137407	9514
GS137407	4582
GS137407	333
GS137407	23398
GS137407	114659
GS137407	90627
GS137407	8434
GS137407	10206
GS137407	2898
GS137407	2911
GS137407	9380
GS137407	25940
GS137407	23399
GS137407	5201
GS137407	10219
GS137407	10076
GS137407	8175
GS137407	27010
GS137407	26053
GS137407	90668
GS137407	65084
GS137407	57153
GS137407	90871
GS137407	4191
GS137407	284656
GS137407	117178
GS137407	25759
GS137407	55288
GS137407	8943
GS137407	7913
GS137407	8216
GS137407	1384
GS137407	8774
GS137407	84310
GS137407	26057
GS137407	1909
GS137407	9552
GS137407	6309
GS137407	442582
GS137407	6764
GS137407	6050
GS137407	203228
GS137407	57645
GS137407	10938
GS137407	655
GS137407	5110
GS137407	23164
GS137407	8842
GS137407	10260
GS137407	7916
GS137407	6428
GS137407	29106
GS137407	59271
GS137407	348995
GS137407	84970
GS137407	149175
GS137407	23352
GS137407	51256
GS137407	23130
GS137407	9364
GS137407	4189
GS137407	8567
GS137407	60672
GS137407	283345
GS137407	148022
GS137407	5589
GS137407	256586
GS137407	9001
GS137407	84759
GS137407	994
GS137407	9925
GS137407	23066
GS137407	5526
GS137407	9439
GS137407	8725
GS137407	26050
GS137407	64409
GS137407	6640
GS137407	27238
GS137407	10025
GS137407	57584
GS137407	9377
GS137407	997
GS137407	127687
GS137407	10935
GS137407	58155
GS137407	10020
GS137407	27241
GS137407	63934
GS137407	8732
GS137407	81554
GS137407	3265
GS137407	6942
GS137407	115817
GS137407	10983
GS137407	55690
GS137407	2192
GS137407	4967
GS137407	92126
GS137407	55766
GS137407	10079
GS137407	8382
GS137407	8623
GS137407	2014
GS137407	11316
GS137407	5585
GS137407	55611
GS137407	308
GS137407	3992
GS137407	402
GS137407	28992
GS137407	56143
GS137407	55113
GS137407	6948
GS137407	11190
GS137407	54674
GS137407	10280
GS137407	56998
GS137407	64838
GS137407	7978
GS137407	746
GS137407	92259
GS137407	284611
GS137407	747
