#rank	DIAMOnD_node	p_hyper
1	GS1132	1.5434679165509594e-38
2	GS248563	9.458773560454628e-34
3	2771	1.8533588268773127e-23
4	2770	3.7812787081151814e-25
5	2773	6.598965218838546e-27
6	2792	2.00060016506233e-28
7	94235	8.84023431476328e-29
8	2790	5.5609626249178e-31
9	2786	3.3499993743294e-33
10	10681	1.6393372413633947e-35
11	2791	7.586404519280825e-38
12	2793	3.3286954101493603e-40
13	2784	2.0625675216470062e-42
14	2785	8.364751569870827e-45
15	54331	4.0182913034877405e-47
16	2787	1.5025542653082792e-49
17	59345	1.7055242059919762e-51
18	2783	1.2394655705982623e-53
19	55970	5.470988081537291e-55
20	2775	7.713408156433638e-57
21	1129	5.063698986749429e-54
22	1815	3.196168806128108e-53
23	3361	3.790817848691692e-51
24	3350	8.452884654215087e-54
25	3355	5.689958707295599e-56
26	3352	9.527406956053473e-59
27	3354	6.566148951029017e-61
28	9568	1.2337215169770431e-60
29	2550	4.8227014822381435e-62
30	2782	1.6133673153328612e-62
31	2788	1.1990555017843793e-62
32	51764	1.614604745775177e-64
33	3363	1.004612647003977e-60
34	2778	2.426341216199742e-62
35	2914	4.8830092254829313e-60
36	2917	1.1736282819372742e-62
37	2918	1.6695797184808468e-64
38	10672	4.327670442284427e-66
39	5332	9.852635520282256e-60
40	5330	8.075194854163247e-62
41	5331	1.1236897958979494e-63
42	23236	3.808322170896351e-65
43	1132	2.4962809633969885e-59
44	51655	9.623314326238236e-58
45	146850	1.1628906204919878e-57
46	23533	5.394812820950642e-60
47	3845	5.875128136417967e-61
48	4893	5.543297086448007e-61
49	3265	2.3426209281705736e-62
50	2776	2.888151115590246e-60
51	5581	3.533771061894519e-60
52	187	3.373778304902367e-58
53	117	2.6973815226523482e-55
54	8503	3.511969657774952e-55
55	5296	8.810913421053322e-57
56	22808	4.018349945363984e-59
57	5295	7.063895325603693e-61
58	6237	2.0546298023184556e-62
59	22800	1.1746463064293595e-64
60	57580	4.8786411046781e-59
61	5335	2.0224169032207108e-54
62	5336	1.1223644310251248e-54
63	3762	3.1013079846897923e-54
64	3765	1.8479859021331403e-57
65	3760	3.446626273915555e-59
66	3763	6.6585683154665894e-62
67	6323	5.194546859973915e-54
68	5603	1.2257495039799877e-52
69	6300	1.9902433386314354e-54
70	1432	1.1624907319367156e-56
71	5600	1.4777068347003691e-58
72	5602	4.630191772918217e-59
73	5601	2.229407798780013e-59
74	5595	5.151054601088442e-60
75	5594	1.762193735221938e-61
76	4543	6.450201734081425e-50
77	5923	2.0948880240042332e-49
78	5924	1.2782916991690602e-51
79	776	1.1229585801809633e-52
80	775	6.48617998129955e-55
81	774	4.92736873040789e-56
82	773	1.9310459940283032e-57
83	778	5.327459079378844e-56
84	779	3.8536311770016736e-58
85	2911	6.558778349283482e-49
86	5021	4.228951723151063e-49
87	1128	5.7600541798527475e-50
88	4544	2.642398130930735e-47
89	2915	6.283893840762032e-46
90	154	1.9683769656186508e-45
91	1909	4.050834510680183e-45
92	552	1.5524136939143247e-47
93	3358	1.0679626432630634e-49
94	5733	1.593808142377289e-51
95	553	1.6286505261370309e-53
96	185	3.8447748629642896e-54
97	5737	1.7334655472436482e-56
98	3357	1.8313790138798194e-56
99	1131	7.292365200687526e-54
100	3973	6.23467911985607e-55
101	624	5.431327330173221e-56
102	9630	3.43022961926031e-57
103	2769	1.0808785424781813e-59
104	1910	2.708557733687429e-60
105	623	3.3096440578569407e-60
106	2767	2.1033142203030716e-62
107	6915	4.414520489201285e-64
108	146	8.822260186360773e-67
109	57105	8.39500786103462e-68
110	10800	7.698372021554819e-71
111	5731	1.925456445673931e-73
112	56413	1.562770598516844e-76
113	7201	3.780099284962621e-79
114	886	1.2218076888828728e-81
115	147	1.9225006740903788e-84
116	6870	1.4902857609448635e-87
117	3269	3.475112906391858e-90
118	2925	2.104044471618624e-93
119	5724	1.1500555133594344e-96
120	6865	4.339334648174904e-98
121	148	3.9398837088321336e-98
122	6869	1.3417845865675196e-100
123	7852	4.237910210037581e-93
124	GO:0005515	1.3960363572441423e-56
125	2768	2.85739089441786e-54
126	2916	4.788907740505907e-54
127	1902	2.663846090091718e-55
128	23566	1.0203762473754945e-52
129	57121	2.251049124637839e-53
130	554	2.8936704357495935e-56
131	9170	2.130030024739876e-58
132	3577	1.6214588239083553e-58
133	2846	1.322418668819645e-60
134	10161	5.406762058029003e-63
135	3579	8.146343382086996e-63
136	551	1.360373346205847e-60
137	183	1.8378057032356003e-52
138	2357	7.6226591691312055e-50
139	GO:0005886	1.0056241079432212e-47
140	3362	3.3476514498261913e-46
141	3360	2.1791503608642087e-46
142	135	5.280706268084086e-47
143	153	1.050547799130856e-48
144	1816	2.513783028753826e-47
145	136	3.676156251294204e-49
146	134	2.596378025365122e-49
147	1133	8.243388206313826e-49
148	2147	4.079391057371763e-45
149	155	4.885321858234796e-45
150	6755	8.898121310977991e-44
151	4886	8.111976599939941e-45
152	56670	2.0550328571582912e-47
153	6752	1.482236045231238e-48
154	2867	2.30233576945989e-51
155	338442	7.215504720206858e-54
156	8843	7.869329726578402e-57
157	27198	2.3497607348446386e-59
158	5020	2.2579267889217605e-62
159	2693	6.033457012974348e-64
160	6751	5.612457565610268e-66
161	1906	7.224611399235573e-68
162	6750	1.6635607650334578e-64
163	4852	9.564747382524763e-64
164	1907	1.940793004561934e-60
165	1908	1.6014968694434728e-62
166	51738	2.7855220984041944e-56
167	814	1.1291120678062627e-41
168	109	6.291670573861988e-42
169	107	5.213711232395397e-44
170	196883	4.134643260265691e-46
171	112	1.3238214545978088e-47
172	55811	3.3345916005685105e-49
173	113	8.986703345381373e-51
174	114	7.973960484639524e-53
175	108	5.218766425583903e-55
176	111	7.868505846710978e-57
177	115	2.1096724334698503e-58
178	5580	2.3593794232177906e-54
179	11069	2.1136216335430995e-53
180	10411	7.890227679711385e-54
181	163688	1.3803375731699808e-52
182	810	1.3937428392358758e-54
183	808	1.2610174712388137e-55
184	51806	4.886610490753667e-57
185	91860	4.842964455394186e-59
186	805	2.104292946808586e-61
187	801	2.0587508854687256e-63
188	818	1.3099805960814968e-65
189	816	6.184804112431785e-67
190	815	1.5086401249634533e-68
191	817	2.408290768980853e-70
192	5568	1.2339060589286811e-56
193	5567	1.944634245437318e-56
194	5566	7.800763826398464e-58
195	3710	9.020105866776965e-58
196	3708	7.954062723266981e-58
197	3709	1.7680509950606634e-59
198	5582	2.4374917491418236e-55
199	5579	1.47002457268319e-56
200	5578	9.541044427806342e-57
201	2905	6.501324833425601e-50
202	2906	1.2172347987546893e-52
203	2902	1.0394733627409046e-54
204	25780	8.429364414846705e-48
205	8911	1.136249325873519e-47
206	8913	1.1463173415482367e-48
207	8912	8.175915789672696e-51
208	51196	2.561396698314761e-46
209	10235	2.2735147121665484e-45
210	255189	9.929846789437776e-47
211	100137049	9.300489109005459e-49
212	123745	1.1539232354218244e-50
213	10125	4.962233550165124e-53
214	8605	6.69659666970575e-55
215	8681	4.1254694281012803e-57
216	283748	2.441280131963103e-59
217	5321	1.7381036795010607e-58
218	10369	1.8730138078871153e-44
219	786	7.398603903232424e-47
220	782	1.2409489667004814e-48
221	59284	4.672477609921103e-51
222	785	2.8259178694456653e-53
223	115727	1.1924241386961572e-55
224	784	9.801801993498647e-58
225	27092	3.0095192239920503e-59
226	59283	8.18127491415616e-62
227	59285	2.0913272575095033e-64
228	9254	5.0268497261151075e-67
229	10368	1.1360044165424874e-69
230	27091	5.330996062834732e-72
231	55799	2.4767607731209144e-74
232	93589	2.5490857527952313e-76
233	783	3.0411278265508055e-77
234	781	1.1501793157541156e-78
235	777	1.2289452942205242e-77
236	5499	1.9371869432360999e-66
237	5500	2.8178729655444478e-68
238	5501	9.302986593575253e-70
239	5519	5.650278425182043e-49
240	5515	5.612876701356304e-50
241	5518	6.457669684781907e-52
242	10000	8.451312854699467e-54
243	207	1.2584798575069723e-55
244	5516	2.262094853527183e-57
245	208	7.869720864841398e-59
246	5523	7.071816138742401e-59
247	28227	3.427221332674319e-61
248	5529	1.6410787119245416e-63
249	55012	7.769933846207815e-66
250	55844	3.6400346227585278e-68
