#rank	DIAMOnD_node	p_hyper
1	GS1132	5.647024047060027e-41
2	GO:0005515	1.0931194444076194e-28
3	GS248563	1.8878597411607276e-28
4	3973	1.1280139172009526e-23
5	1128	1.7621800718562384e-25
6	7852	3.2023884297741893e-26
7	1909	8.90519614293006e-28
8	1129	2.3897369470905777e-29
9	6865	1.3075918454173763e-31
10	552	6.103644366552737e-34
11	3358	4.3274282619275994e-36
12	5733	5.306950987409619e-38
13	6915	2.150243865277222e-40
14	7201	4.274610783244004e-43
15	5724	3.9338038681192534e-45
16	623	7.411230516641339e-48
17	9630	2.3081509518348793e-50
18	1131	1.0659274069750683e-52
19	553	7.840491052295193e-55
20	10800	1.015655268773727e-57
21	57105	1.1395589379543758e-60
22	56413	2.777983927374526e-63
23	5731	2.7715722646652575e-66
24	887	9.822017593608913e-69
25	4923	2.6243405511292754e-71
26	3269	8.919208771349236e-74
27	2925	7.917430871570933e-77
28	2769	4.8233770609894457e-79
29	147	6.095039427201578e-81
30	624	1.6355053146039495e-82
31	185	5.805102333749528e-85
32	5737	1.7692017071442994e-87
33	1910	7.264255596979196e-90
34	3357	7.545619006489645e-92
35	2767	7.095037089939118e-94
36	2911	1.5237193372608222e-95
37	2149	1.7390578120966033e-97
38	2776	1.2715631063132863e-85
39	154	9.478476331026893e-36
40	GO:0005886	3.074242267931592e-35
41	5332	3.8834712327453324e-32
42	5331	1.0870283413046799e-33
43	23236	4.258967730218433e-35
44	2770	5.287368130561927e-36
45	5330	1.012210207538474e-37
46	2773	1.692323424622245e-39
47	2771	2.397401060468948e-38
48	3577	2.1492035932919952e-39
49	3579	2.1741124338618534e-41
50	1902	3.296351238466204e-42
51	2916	6.521784941196891e-44
52	23566	3.8105248867583716e-45
53	2912	6.057462430321929e-46
54	554	1.7799118156062494e-48
55	2768	7.235955030477309e-50
56	2914	2.3935278967114082e-52
57	2917	9.14022932122918e-55
58	57121	4.4490775557209024e-57
59	9170	3.042406489275702e-59
60	2918	8.50848660443287e-62
61	2846	2.1902780619093724e-64
62	2913	1.1159993434413062e-66
63	10672	1.7752220704059467e-67
64	10161	7.568995744558991e-70
65	2778	6.110601920486494e-70
66	183	3.882981056576669e-53
67	55970	1.861206210974339e-47
68	2775	2.3785802336191316e-49
69	2147	3.83366883214632e-46
70	94235	5.249912323678267e-43
71	2791	5.440265553785052e-45
72	2786	3.3738838767204173e-47
73	2785	3.3801019079385115e-49
74	54331	2.5699669350412742e-51
75	2787	1.4472774415387684e-53
76	2792	1.3905514304817834e-55
77	59345	1.772010452110503e-57
78	3351	8.703785256251728e-60
79	3354	1.1184535978338317e-61
80	2790	2.99789787305232e-63
81	3350	7.819590455644117e-66
82	10681	8.144048735286448e-68
83	3352	2.183689888150313e-70
84	3355	4.11314387483244e-73
85	2793	5.299784092200697e-75
86	2784	4.475779880947085e-77
87	1813	1.3369111219327952e-79
88	2783	2.3587417034857123e-80
89	3361	3.190734311223463e-76
90	9568	8.535797533155778e-76
91	2788	8.718319314869029e-60
92	51764	1.905684307594766e-61
93	1132	7.395933330192061e-64
94	2782	8.721235818320913e-63
95	117	5.010681099489484e-58
96	5294	2.781385596623154e-57
97	1815	6.671413858808715e-57
98	3763	2.1731868252948824e-54
99	3765	2.267775370824256e-56
100	3760	7.521514877602883e-58
101	3762	1.6677980241376815e-59
102	5291	9.498462981124084e-54
103	5293	1.1819621899923946e-55
104	5290	1.9574337690383463e-57
105	5336	2.7164174050191174e-58
106	8503	4.609350805894154e-60
107	5296	2.0237394487582955e-61
108	5335	2.168940545151433e-60
109	57580	4.623312036507639e-60
110	4893	1.1625467019620521e-57
111	3845	9.259126647971312e-60
112	3265	5.8633921424753196e-61
113	146850	4.4310677128943585e-60
114	23533	3.899486020742448e-62
115	5581	1.0389205522315093e-57
116	22800	4.302074581341978e-55
117	22808	2.303764509371428e-57
118	6237	9.789121678581486e-58
119	6323	1.704025835607083e-52
120	187	1.8475388708762863e-52
121	5923	2.398010368405133e-52
122	5924	2.1372853262217217e-54
123	776	1.968572774613695e-56
124	775	1.518841390035517e-58
125	779	2.402659965226657e-57
126	773	3.825201464301854e-57
127	774	5.791723207193981e-59
128	778	7.465369263664516e-60
129	51655	3.610133255739059e-51
130	4543	1.2564008232522216e-48
131	2357	3.713199427263452e-48
132	4886	3.3973935194506848e-46
133	6755	6.125271798544589e-48
134	134	2.668439226654779e-50
135	56670	9.565511046808118e-52
136	2867	5.622429240929206e-53
137	8843	1.926228871834985e-55
138	338442	2.1230985810368907e-58
139	6752	4.482405665121207e-61
140	27198	6.542236728689581e-64
141	5020	1.6354025106148025e-64
142	6751	2.560386623005445e-67
143	1906	4.999675002007701e-63
144	6750	5.461997474082625e-63
145	1907	6.499525858241787e-59
146	1908	6.0688457941323716e-61
147	51738	7.931857240172347e-55
148	4544	3.820651700953253e-45
149	814	4.4812933487355755e-45
150	109	8.972810489773333e-47
151	111	7.33677330899763e-49
152	107	5.758940780849265e-51
153	196883	4.343835772541919e-53
154	112	1.6835294727063078e-54
155	113	1.0877884110209686e-55
156	114	9.926231719757118e-58
157	108	6.485841360487001e-60
158	115	5.116582593254713e-61
159	55811	2.2336028518768566e-59
160	163688	1.7057383862308858e-53
161	810	1.889629040441084e-55
162	51806	1.4053621296681519e-55
163	91860	1.5492767133777464e-57
164	818	2.5514818604221523e-59
165	816	1.4956097135801554e-60
166	815	3.848917828264315e-62
167	817	5.578868587819943e-64
168	5595	1.113613262034814e-48
169	5594	6.748907199854967e-50
170	3710	1.7271299515808967e-48
171	3709	1.5573077149020064e-50
172	3708	1.549971854827253e-51
173	6300	2.5863196233439796e-48
174	5600	8.011959584588725e-50
175	5603	5.694194612473371e-51
176	5601	1.6652504980739153e-52
177	1432	1.8310489320908835e-54
178	5602	1.505782663910811e-54
179	5599	6.092222042671038e-55
180	5580	3.89334731969344e-52
181	11069	1.5814938771044982e-51
182	10411	5.8227401018084115e-52
183	5568	2.0257937802063788e-50
184	5567	3.0496451267474884e-50
185	5566	1.4532562981103162e-51
186	5582	2.619972770159004e-51
187	5579	1.7286924208086713e-52
188	5578	1.1241861672464557e-52
189	51196	2.740692817885696e-49
190	255189	1.3017163747981047e-47
191	100137049	1.3063290949821737e-49
192	123745	1.759398086797849e-51
193	8605	1.7072623024696964e-53
194	8681	1.162748415921504e-55
195	283748	7.604476389758085e-58
196	5321	5.948826968222065e-57
197	10235	1.9675690184817752e-51
198	10125	1.1724122414806954e-51
199	25780	4.0721532738619166e-51
200	3480	1.355854653622656e-43
201	3362	2.0645027508706068e-42
202	135	4.309922649146753e-43
203	153	2.6582465345609377e-42
204	136	6.662045710444694e-43
205	1816	2.059383574699895e-43
206	1812	3.6543908163759296e-44
207	1133	1.784693740599574e-45
208	155	9.433931106585547e-42
209	4842	2.4040467064351596e-41
210	2781	3.9633455855999957e-41
211	8911	7.157025033166546e-41
212	8913	6.718931417205109e-42
213	8912	8.305697350795426e-44
214	2905	3.0943042135222516e-45
215	2906	7.762952985879104e-48
216	2902	7.331828910572585e-50
217	2903	1.8049839123701747e-50
218	786	7.481853523242683e-43
219	10369	3.4537978172387864e-45
220	782	6.758726609049618e-47
221	59284	2.9713841171714427e-49
222	785	2.0965662903302383e-51
223	115727	7.452625827057403e-54
224	784	9.884858173503397e-56
225	10368	3.001827306068483e-57
226	9254	9.507860183500105e-60
227	59285	2.8305735984573553e-62
228	59283	7.920587376738551e-65
229	27092	2.082906926007606e-67
