#rank	DIAMOnD_node	p_hyper
1	GS1132	3.128237735641697e-38
2	GO:0005515	1.0992548075490584e-25
3	GS248563	1.1986235481100342e-25
4	154	1.3247346083593775e-23
5	1816	1.7002397482447584e-23
6	3973	1.3231390454069432e-23
7	4158	1.586472466269467e-25
8	153	1.6966713421275562e-27
9	5443	3.135517178326803e-29
10	139760	1.0187525452590312e-31
11	3362	8.913772505010348e-34
12	2696	2.9693240370824095e-36
13	1395	1.610062835919755e-38
14	2492	3.1987238762056915e-40
15	7434	1.68622418142447e-42
16	7253	4.595629255550306e-45
17	5732	1.2280175667937737e-47
18	1081	7.015567966706057e-51
19	135	2.4165236079402814e-50
20	7252	3.1742727837088788e-52
21	117	8.371383287055411e-54
22	2695	1.7159013704490737e-53
23	4881	4.43487694295014e-55
24	122876	9.393805907317687e-56
25	170589	1.282079573780215e-59
26	7432	9.288598307506246e-54
27	2641	9.393774406884042e-53
28	116	1.0632339933953783e-49
29	4878	2.443923998326579e-49
30	2778	1.1885380279617603e-41
31	1128	3.8438510285726e-31
32	1131	3.229637006837415e-29
33	3274	2.1348118710038976e-26
34	136	1.1693806865946846e-28
35	155	1.15684194692437e-30
36	1133	8.270196845700756e-33
37	3361	3.3463107695831586e-31
38	1813	1.3199475278037606e-24
39	2770	9.059033045401049e-25
40	2773	2.6823077223426213e-26
41	1129	4.4503055228055785e-28
42	5733	1.0734909682471181e-29
43	3351	4.461927832623709e-31
44	1909	4.6173391039669256e-33
45	3354	2.1844460435959662e-35
46	2771	2.1657895469183733e-36
47	4886	9.648161546024575e-39
48	3350	4.4839099972529413e-41
49	134	4.2327296578834714e-43
50	3352	1.5457651128988825e-45
51	3355	4.7145531879558824e-48
52	56670	3.1917058566343595e-49
53	6755	4.449073999414581e-51
54	6752	2.8816303828890707e-53
55	2867	2.8302023766664506e-56
56	338442	7.078311120557219e-59
57	8843	5.698953503867253e-62
58	27198	1.3645893024306267e-64
59	6751	2.6466092670335547e-65
60	5020	4.8260968554953794e-68
61	9568	5.637597769420993e-66
62	6750	1.1243978576790734e-66
63	1906	2.694088480480413e-63
64	1907	8.996273380804623e-60
65	1908	6.151920407614254e-62
66	51738	2.0613163255584263e-58
67	55970	6.07741510209976e-41
68	3356	1.0676321795779332e-40
69	3358	8.461660468238745e-41
70	3357	1.166358390173402e-40
71	624	1.700266101487592e-39
72	1910	2.869734403542988e-41
73	7852	9.929508256144951e-42
74	2776	1.892539217089744e-41
75	623	1.7273323893738606e-42
76	147	6.221350975826655e-45
77	2911	2.0663269241768576e-46
78	146	6.92030144423052e-49
79	552	1.6901138064372813e-50
80	6865	3.2517898704310694e-52
81	2149	1.9677685548373196e-54
82	5731	5.064875257481412e-57
83	6915	1.6782777182726678e-59
84	7201	2.341582197575423e-62
85	3269	4.142559076189276e-64
86	5724	5.6961550149388556e-67
87	9630	1.8070258489166e-69
88	10800	5.054399526897206e-72
89	57105	4.3867969146763447e-75
90	56413	1.188331784593341e-77
91	6869	1.8857658886681064e-80
92	886	1.8705670660503273e-82
93	887	5.570476847644707e-85
94	2925	6.12182281909783e-88
95	4923	1.623156634500025e-90
96	2769	4.301407142231282e-93
97	553	2.459353011465183e-95
98	2767	8.398949517406107e-97
99	185	2.029731815232168e-99
100	5737	7.045697549082066e-102
101	94235	1.7349679864730677e-39
102	2791	2.0969598435782268e-41
103	2786	1.5481763571948078e-43
104	2785	1.8017116018280847e-45
105	2775	1.6063522462938761e-47
106	54331	1.0709257449841994e-49
107	2787	6.843239662515504e-52
108	2792	7.453417834174612e-54
109	59345	1.0759129224655415e-55
110	2790	8.137179526615747e-57
111	2793	6.0999283025576325e-59
112	10681	3.21779814710409e-61
113	2784	3.245959575022411e-63
114	10672	2.29190816343505e-64
115	2783	1.8018638317660378e-66
116	2912	5.5103392537133604e-64
117	2914	9.196532242353797e-66
118	2917	3.6177169791421894e-68
119	2918	1.378996402970357e-69
120	2913	1.170149237455794e-71
121	5332	1.090095701701398e-70
122	5331	4.5091947774020817e-72
123	23236	3.6661647560113184e-73
124	5330	1.3038873975394552e-74
125	2788	1.3108935482352927e-60
126	1132	1.7651431605488536e-62
127	51764	6.601683173998044e-64
128	2782	1.5572736341039077e-63
129	1902	1.3562389687331686e-58
130	2916	4.400272026640888e-57
131	23566	6.465935381492379e-59
132	3577	3.7125541252219785e-60
133	57121	1.1615574543248963e-62
134	9170	1.1515243330361284e-64
135	2768	1.0191808439348658e-66
136	3579	1.2692588458914009e-66
137	2846	4.866145437786992e-69
138	554	1.1862572153404587e-71
139	10161	5.304669657781068e-69
140	5294	2.783801581428001e-55
141	187	9.455128558609891e-52
142	3765	1.0189486978228563e-51
143	3760	3.354839229379696e-53
144	3763	1.1435084323919903e-55
145	3762	7.880630046960067e-58
146	51655	1.3105389865216753e-50
147	146850	3.1829959863948687e-50
148	23533	2.9785054690146457e-52
149	183	4.616503531071622e-50
150	776	1.7089352436618303e-48
151	775	1.5916576761625948e-50
152	779	2.609744331225127e-49
153	774	3.608599825284152e-50
154	778	9.632453372463686e-52
155	773	1.820720980760881e-53
156	5923	5.565315056520016e-51
157	5924	5.567859513680161e-53
158	4893	6.067362119828242e-51
159	3845	6.044827318000195e-53
160	3265	4.129952270882078e-54
161	5293	1.359973308632723e-52
162	5291	1.7774970557360448e-54
163	5290	3.0084792656964495e-56
164	8503	9.474657139289795e-57
165	5296	5.037943678331897e-58
166	57580	6.556218728571269e-58
167	22800	3.3537982619677325e-55
168	22808	1.4118969341120857e-57
169	6237	8.20098734446719e-58
170	5581	3.005449638534278e-55
171	5335	6.4850129253302724e-55
172	5336	1.3603116395850492e-56
173	2357	1.0078281265624095e-52
174	6323	8.981536960400282e-48
175	4543	2.779278481986651e-47
176	GO:0005886	1.4342983837103568e-45
177	4544	3.168534705489696e-44
178	814	4.0514553964363114e-44
179	111	1.1704905015237704e-45
180	107	1.0456605058544713e-47
181	109	8.965175095290313e-50
182	196883	7.384227878097516e-52
183	112	3.120284423456343e-53
184	113	2.0017411638785706e-54
185	108	1.9926383826733012e-56
186	114	1.420272677783722e-58
187	115	1.2197955700039295e-59
188	55811	3.632819803958484e-58
189	163688	4.300232400753384e-50
190	810	5.2826153988889895e-52
191	818	1.3681074957791548e-53
192	816	9.924708393453073e-55
193	51806	1.1815282720757376e-56
194	91860	1.4041510768876516e-58
