#rank	DIAMOnD_node	p_hyper
1	GS1132	1.3731899623175103e-41
2	GS248563	7.65875241878687e-25
3	2792	8.209435250534043e-20
4	2771	1.7444848598573096e-21
5	2770	3.61477804302912e-23
6	2773	6.458397052417039e-25
7	94235	1.3424249470001017e-26
8	2790	8.85181831964555e-29
9	2786	5.568670477593466e-31
10	2791	2.8652673373673653e-33
11	10681	1.3902420018346477e-35
12	1813	3.446196621447322e-38
13	2793	2.775826001071331e-40
14	2784	1.705792027523851e-42
15	2785	6.861103334224909e-45
16	2775	3.269170909067923e-47
17	2787	1.212570928000953e-49
18	54331	4.307021726147319e-52
19	59345	4.901040661047915e-54
20	2783	3.4999463657883434e-56
21	55970	1.63880065538235e-57
22	1129	1.7644536274269885e-51
23	3361	2.6699801370325455e-51
24	3350	5.757810265416243e-54
25	3355	3.81763426092678e-56
26	3352	6.29684654422608e-59
27	3354	4.275531651945423e-61
28	9568	8.208379433917621e-61
29	2550	3.1621031542468796e-62
30	2782	9.69122070194581e-59
31	2788	7.33811218878946e-59
32	51764	1.0239175064156433e-60
33	3363	6.79190959389072e-61
34	2778	1.5086694262720151e-62
35	2914	3.321454740464553e-60
36	2917	7.872225167807608e-63
37	2918	1.1044894226669132e-64
38	10672	2.7296413406668213e-66
39	1132	9.54035822257708e-60
40	146850	3.629267403852308e-58
41	23533	1.6072226249487823e-60
42	51655	5.1157893753480365e-58
43	5332	3.358827414932337e-57
44	5330	2.860232906205462e-59
45	5331	4.059797571105251e-61
46	23236	1.364391109393638e-62
47	4893	3.02006118529148e-56
48	3845	1.5383980509497495e-58
49	5581	1.6180044565119716e-60
50	3265	1.8814958383753429e-62
51	5603	4.357616659345187e-59
52	5602	6.425783774788077e-61
53	6300	2.360870714618028e-63
54	1432	1.123390419860557e-65
55	5600	1.2824608093487607e-67
56	5601	1.8658144758769514e-68
57	5595	4.115269168551881e-64
58	5594	1.283324026075766e-65
59	2776	3.1077850424810904e-57
60	187	8.02714535481334e-58
61	5291	1.2893589303280001e-56
62	8503	7.112255560562313e-57
63	5296	1.863253125898204e-58
64	5295	2.1731337468601307e-60
65	22808	2.7861889283114034e-61
66	6237	6.318046377899852e-62
67	22800	3.7416695599476094e-64
68	57580	1.1570166856614403e-58
69	3765	5.194546859973915e-54
70	3762	3.1673645231671144e-57
71	3760	6.043592253307854e-59
72	3763	1.1944069747257594e-61
73	6323	8.593443132135741e-54
74	5335	1.5821195981873006e-53
75	5336	9.329187979915412e-54
76	117	3.5796089147794046e-51
77	4543	5.749593701890449e-50
78	5923	1.835018839260112e-49
79	5924	1.113709397069895e-51
80	776	9.614207871986031e-53
81	775	5.523608310314998e-55
82	774	4.276666091658059e-56
83	773	1.6572554246319227e-57
84	778	4.548981121172747e-56
85	779	3.273405350419056e-58
86	4544	1.6366273519699068e-47
87	5021	2.384950825721687e-44
88	2911	1.909282346889478e-46
89	1128	1.648189282205752e-47
90	55811	1.6967280158720781e-43
91	113	7.203597984585727e-44
92	108	5.385193294356686e-46
93	114	3.1101583681747223e-48
94	109	3.5344180519764427e-50
95	814	1.9113961175884672e-52
96	196883	1.0165371421972168e-54
97	111	5.138388700899648e-57
98	107	2.5002203008640306e-59
99	115	4.784970060003209e-61
100	112	3.0244887472625734e-63
101	5580	2.3589003715367032e-58
102	816	1.8646620941499057e-54
103	163688	9.53647160727102e-57
104	51806	4.784246990009759e-59
105	810	2.356849636417916e-61
106	815	1.1412060378950916e-63
107	805	3.590434630664357e-66
108	91860	1.082791417504953e-68
109	801	7.621425237642953e-71
110	818	3.4378736212356584e-73
111	808	5.915897177365084e-75
112	817	8.416960138978382e-76
113	5566	3.8364786745865224e-60
114	5568	2.821188918892501e-60
115	5567	8.526551249365855e-62
116	10411	6.339044661454083e-63
