#rank	DIAMOnD_node	p_hyper
62	1230	1.1089912102634597e-137
63	10803	8.717243391018385e-141
64	1234	2.156518213270834e-143
65	6375	8.735215150210603e-146
66	1524	2.297600455377672e-148
67	1235	2.0147934741116222e-151
68	6366	1.365067427793313e-152
69	3577	5.9033262661031806e-154
70	3579	4.37109953303183e-153
71	2870	1.4734068818732198e-45
72	2868	5.886439224793156e-46
73	131890	5.2963277937502234e-49
74	6011	1.3651834486874612e-51
75	2869	1.0605723873547495e-53
76	2770	2.4620145501647355e-40
77	2773	7.749327286047944e-42
78	2771	8.493829861555099e-43
79	3717	4.040448122840354e-38
80	3718	3.875087388761975e-40
81	GO:0008009	1.4814030439226907e-29
82	157	3.082975106592227e-26
83	156	1.1068105747231483e-27
84	1051	7.626841430089845e-26
85	4792	1.6855181171403583e-24
86	338324	1.938506865687792e-22
87	51554	2.010844039048268e-22
88	2911	2.2851558234952607e-22
89	1909	4.255379569990064e-23
90	1128	5.875040478255273e-25
91	1129	1.6283086562409056e-26
92	5733	3.8900530565249185e-28
93	154	2.1501875613980185e-29
94	4886	1.1044631357729971e-29
95	3351	1.8156624992548654e-29
96	3354	2.473990291208343e-31
97	56670	7.414039864324566e-34
98	6755	1.0004580196707365e-35
99	6752	7.993800787678364e-38
100	2867	6.490421409117486e-40
101	8843	2.471510703701125e-42
102	338442	4.245639092772008e-45
103	27198	1.514812037020217e-47
104	3350	7.729044144728313e-49
105	134	2.0491083476656405e-51
106	6751	3.521652466245747e-54
107	3352	9.912664531506097e-56
108	5020	1.1426602493062558e-58
109	3355	7.359510073199271e-61
110	2693	6.83912793386253e-61
111	9568	2.7550039339321284e-63
112	6750	2.7432282666196504e-64
113	1906	5.140545045708319e-61
114	1907	2.083911513801181e-57
115	1908	1.7368916093459877e-59
116	51738	4.555418700835052e-56
117	1910	9.928403012699734e-33
118	3358	1.949517757613047e-34
119	3357	2.008168297557647e-34
120	624	1.8366863411585404e-35
121	3973	2.56230451106097e-37
122	552	3.8170213051609754e-39
123	553	3.938338568487333e-40
124	185	1.1753433198969017e-40
125	5737	8.738205105699346e-43
126	6865	3.842392464143933e-45
127	7201	1.2266953736024598e-46
128	6915	2.8412593755810568e-49
129	6870	2.4689610093689337e-51
130	5724	1.079438719690113e-53
131	623	2.2346180831363824e-56
132	9630	9.294029340251378e-59
133	6869	2.3073350167885227e-61
134	10800	9.04197998904213e-64
135	57105	1.1341025876730098e-66
136	5731	3.872664753026765e-69
137	56413	4.2886705074053103e-72
138	147	8.372967409230874e-74
139	887	2.3029040003620535e-76
140	3269	4.9131208677289446e-79
141	2925	4.8835476326413297e-82
142	4923	1.4465401892866617e-84
143	2769	5.058670568992207e-87
144	1131	9.396987750112092e-90
145	148	1.9302396846187458e-89
146	2149	3.063397859740948e-91
147	2767	1.5636238569941247e-90
148	2776	9.976992483674465e-77
149	GO:0005886	1.1249251894702295e-38
150	3362	3.3444811587545425e-34
151	153	2.4428538147758734e-32
152	3361	7.337274524029254e-33
153	2778	1.5653270400007831e-34
154	3363	1.8267410083378187e-36
155	55970	1.9149881642525437e-37
156	2768	2.0501513667785826e-36
157	2912	2.4831742836549154e-37
158	10672	2.0951772196446793e-39
159	2775	4.4542997146711754e-41
160	2913	9.157160532685931e-42
161	2916	1.0474188807884601e-42
162	1902	9.467207880555826e-44
163	2914	1.5978882230556497e-45
164	2917	9.446956072496925e-48
165	23566	2.688638523109248e-49
166	2918	9.524033107703334e-52
167	554	1.0284094107669444e-52
168	57121	1.1086762841701338e-52
169	9170	1.1328637715675972e-54
170	2846	1.2365272258825672e-56
171	5332	2.4974293988377002e-57
172	10161	5.339457586091761e-59
173	5331	1.2679269436337514e-60
174	23236	1.0783859761829921e-61
175	5330	5.297527147050773e-63
176	94235	4.0336567615403534e-56
177	2791	5.046739791153077e-58
178	2786	3.1669388762542254e-60
179	2785	3.890441793372053e-62
180	54331	3.32995522660789e-64
181	2787	1.9371869432360999e-66
182	2792	2.326537922165051e-68
183	59345	4.07395852911757e-70
184	2790	1.3099238099781646e-71
185	10681	9.978340767093096e-74
186	2793	4.8613602530891513e-76
187	2784	5.568899553280149e-78
188	2783	1.2767703990313665e-78
189	1132	6.738151777134942e-54
190	2788	1.359585735282261e-54
191	51764	4.0372538347101617e-56
192	117	1.1147596179532744e-56
193	2782	2.3886700184883618e-57
194	5294	3.2975938019798064e-53
195	1815	3.848653556903632e-53
196	3763	4.352795672283231e-51
197	3765	4.4390006429564995e-53
198	3760	2.017967204227186e-54
199	3762	4.366029115732991e-56
200	5293	7.561113021592408e-51
201	5291	1.2472493218465555e-52
202	5290	2.0967055868144524e-54
203	8503	7.356259642217217e-55
204	5296	4.367581599958001e-56
205	4893	1.8391629342447982e-55
206	3845	1.9145813566249466e-57
207	3265	1.6955421231190647e-58
208	146850	1.3197399159732048e-56
209	23533	1.5586213198046839e-58
210	57580	1.4391258944412876e-53
211	6300	3.2434484574534093e-53
212	5600	1.1506133955452009e-54
213	5595	2.9888986361467433e-56
214	5603	4.3159675433777526e-58
215	1432	2.243660718632412e-59
216	5594	3.7399583631674564e-61
217	5601	2.6618386757862024e-61
218	5602	1.4110488743893097e-61
219	5599	9.695627506767663e-62
220	5336	1.9240097334626232e-52
221	5335	1.0385264622405516e-52
222	5581	2.750134511833722e-53
223	22800	7.705334315216347e-51
224	22808	4.0397266305924957e-53
225	6237	2.3514264450777806e-53
226	187	2.5363192677526235e-49
227	6323	2.6877704105372017e-49
228	51655	2.719242551426989e-48
229	183	8.139978374847702e-48
230	5923	3.4101581116441574e-46
231	5924	4.2558150513780543e-48
232	776	8.97356162111603e-50
233	775	9.860256420841578e-52
234	779	7.607711382975196e-53
235	773	5.933922509556679e-53
236	774	6.2479260100520226e-55
237	778	3.0533089353994338e-55
238	4543	1.1080547312517156e-45
239	2357	3.2059442866731934e-45
240	135	2.0992417182815693e-44
241	4544	1.859801813012027e-42
242	814	2.8084237192013515e-42
243	136	5.265481056325794e-42
244	1816	2.2135843176270766e-42
245	1812	4.334416767868154e-43
246	1133	1.3900016498536935e-44
247	196883	2.0737893717397896e-41
248	107	2.323365404927713e-43
249	111	2.4942379334481328e-45
250	109	2.568586818034748e-47
