#rank	DIAMOnD_node	p_hyper
1	GS1132	4.798034073005375e-40
2	1576	6.521453582533434e-23
3	2939	7.047759750345576e-22
4	4257	3.9829473193356605e-24
5	2941	1.720014988428885e-26
6	2938	8.584206193008436e-29
7	9446	3.2017420582558677e-31
8	2946	1.1069410581414248e-33
9	2940	3.559871712472676e-36
10	221357	1.4438951245124681e-38
11	653689	4.134088896437781e-41
12	2950	1.5530862729102444e-43
13	4259	4.000857385603574e-46
14	2052	1.2765164497216669e-48
15	2948	3.2857464832844043e-51
16	2947	1.088130123763362e-53
17	2953	2.324251970987356e-56
18	2949	1.1249270290347761e-58
19	119391	3.5209319898291924e-61
20	4258	6.310953661152018e-63
21	1572	3.6118778269082493e-65
22	373156	1.9311006301068935e-65
23	1559	3.5751243900589593e-66
24	1549	1.5327002462902625e-67
25	29785	1.539391963553201e-69
26	1544	7.078824621119348e-69
27	1543	3.360265795006529e-70
28	222	1.0934591841761645e-62
29	218	2.630714712841742e-65
30	221	6.255528489478406e-68
31	125	1.0791663707366137e-67
32	130	1.1272024287888703e-68
33	127	3.3636438478955097e-71
34	128	9.91423487282682e-74
35	124	4.113233087560765e-75
36	1545	2.2067096328943962e-57
37	9588	1.275642502617277e-53
38	124975	1.1684587474750127e-54
39	2686	3.586751828263237e-57
40	2936	1.9380758476818899e-59
41	2678	9.72020219554213e-62
42	10314	1.2967287234584468e-64
43	494143	2.830182943362668e-67
44	2937	8.456589925593642e-69
45	2880	2.1986043637059293e-71
46	257202	3.871028666203613e-74
47	79094	3.9758916157200115e-77
48	2877	2.7510339288484666e-80
49	2876	4.690593700728272e-83
50	493869	1.5999447884530202e-86
51	2687	4.3684195168338536e-88
52	2882	2.316489191267518e-91
53	2878	1.926027017331105e-93
54	51060	2.3241930792444383e-76
55	2879	1.1239673522143046e-70
56	54576	9.206918207547225e-39
57	54577	4.226072691775925e-41
58	54659	1.8342702426467158e-43
59	54575	7.54190851145161e-46
60	54600	2.9423854416041705e-48
61	54658	1.0908300381228416e-50
62	54579	3.8479595210206724e-53
63	7365	1.8540116916840402e-55
64	79799	8.756189780835579e-58
65	54578	2.7682513909994494e-60
66	574537	1.2466188943072788e-62
67	10720	5.520709471275602e-65
68	1312	7.705747131036881e-68
69	7363	4.336880972301908e-70
70	7367	1.141641300615639e-72
71	220074	1.0941726647144298e-75
72	10941	6.9977255633224e-78
73	7366	2.7052052250162204e-80
74	7364	6.169472023382075e-83
75	54490	1.3530960056614703e-85
76	54657	8.562544027394364e-88
77	216	4.3255701840612665e-82
78	220	1.2309532065834136e-84
79	8854	1.6992868089132984e-86
80	1592	2.084852581264762e-87
81	1562	9.531676869070507e-83
82	340665	8.369482771144157e-85
83	100861540	9.873254943538763e-86
84	56603	8.134147363854038e-87
85	316	1.5205052984547034e-88
86	54905	5.849350823566911e-91
87	1551	1.053324962603022e-93
88	1558	9.69510490247107e-94
89	1565	9.63103241764775e-68
90	107987479	1.4886817685641812e-69
91	107987478	1.0332759076509674e-72
92	1564	7.404431186551501e-73
93	874	1.367831466909937e-72
94	873	1.1499145028129675e-73
