#rank	DIAMOnD_node	p_hyper
1	GS1132	1.5434679165509594e-38
2	GS248563	1.0979693787229375e-30
3	GO:0005515	1.5711315035148467e-20
4	5443	1.6660888128129995e-21
5	2770	4.66871493019483e-21
6	2773	8.809111869360026e-23
7	2771	3.1225846961437627e-23
8	2911	6.59399911439752e-25
9	94235	3.964887587726214e-24
10	2786	3.298653929344976e-26
11	2791	2.01303204538741e-28
12	2785	1.5429309381129754e-30
13	2775	9.863185843496502e-33
14	2787	5.143036171415848e-35
15	54331	2.5361801997777472e-37
16	2792	1.707918152036427e-39
17	59345	1.3618655722476432e-41
18	55970	7.975250144508473e-43
19	2790	1.170493145753472e-44
20	2793	5.702653274558236e-47
21	10681	2.1483891718241725e-49
22	2784	1.2536670339975813e-51
23	1129	7.739788522361616e-54
24	2783	1.4176729030016947e-55
25	1815	6.0901251717901875e-56
26	3354	1.6490024780834977e-52
27	3361	8.009096277859399e-54
28	3350	2.5020958330624513e-56
29	3355	1.750863938842574e-58
30	3352	2.832370764361993e-61
31	9568	2.245609952700181e-60
32	2550	8.969470020846135e-62
33	2788	2.5815400758799127e-58
34	51764	3.70650465636263e-60
35	3363	1.476966270127002e-60
36	2782	1.1594292839517713e-61
37	2778	4.8800497872073415e-62
38	2914	9.466616575187414e-63
39	2917	2.2366963599275273e-65
40	2918	3.434664500065432e-67
41	10672	8.526680842437147e-66
42	51655	3.280931576958097e-61
43	1132	2.4962809633969885e-59
44	5332	3.250580853784947e-59
45	5331	6.59466473268559e-61
46	23236	2.2451503766563543e-62
47	5330	2.0552223101267187e-63
48	5294	6.77828768624573e-64
49	3765	2.1585712569200465e-58
50	3760	3.6776372852288966e-60
51	3763	6.492386278506065e-63
52	3762	4.8327300814155e-65
53	146850	4.1085147092433086e-57
54	23533	2.0048894573868783e-59
55	3845	9.36730174862951e-58
56	4893	8.762889495939007e-58
57	2776	1.2697240663410199e-59
58	3265	1.5746540188115226e-61
59	5581	1.5827444413499262e-59
60	5290	3.908885956937578e-58
61	8503	4.96840538061223e-59
62	5296	1.3205164848683203e-60
63	5295	2.7086765265741966e-60
64	57580	4.944620306689475e-62
65	22800	1.622731843399536e-61
66	22808	9.253197015557226e-64
67	6237	2.4680054285247914e-64
68	187	3.1673645231671144e-57
69	6300	7.486828182225555e-57
70	5600	1.2309452889574058e-58
71	5603	9.465311870575596e-60
72	5601	7.28975396970586e-62
73	5602	6.43966470684512e-64
74	1432	3.379942537934877e-66
75	5595	3.6536896835534262e-62
76	5594	1.2767881649918077e-63
77	6323	1.7887566881594412e-53
78	5336	2.331658435793559e-53
79	5335	3.2054404913711208e-55
80	4543	7.428313591751443e-53
81	117	9.003031221310487e-51
82	4544	2.714905179294771e-50
83	5923	4.565140700703114e-49
84	5924	2.8753525238174054e-51
85	774	4.7751426630351315e-53
86	776	1.2565338656403955e-54
87	773	4.094916739774883e-57
88	775	3.040515950071852e-59
89	779	8.596231631019792e-58
90	778	5.26716712060636e-58
91	5021	8.313367448600454e-49
92	1128	1.1284660943707906e-49
93	2915	4.465691294766102e-48
94	3358	4.176859340881781e-47
95	552	2.2286349851194678e-47
96	1909	1.0020177006711025e-49
97	553	7.224427556157223e-51
98	3357	1.6706666973950626e-51
99	185	5.7566571841142e-54
100	5733	2.6334402192353292e-56
101	5737	7.642322178087356e-59
102	624	2.7856091752269123e-53
103	9630	2.6235864479175276e-54
104	1131	2.935697601299756e-56
105	1910	1.4311644650537012e-57
106	2769	1.5964472921973546e-59
107	623	4.2841748787311615e-60
108	2767	2.8363457313150074e-62
109	3973	1.2999722463712802e-64
110	6915	6.496921155945908e-67
111	7201	7.448362309581513e-67
112	6870	5.100973484414453e-69
113	5724	1.4018990599409087e-71
114	10800	9.953203026388014e-74
115	57105	7.642817156418529e-77
116	56413	1.8330417048003318e-79
117	5731	1.2388338975772918e-82
118	6865	2.3614732057222265e-85
119	886	1.8001543476427721e-87
120	147	4.509630521125064e-90
121	2925	3.5780534318511472e-93
122	3269	1.981628725009991e-96
123	146	2.0695918734339862e-99
124	6869	1.980976884742733e-100
125	148	8.91071596877364e-101
126	7852	7.51959523779572e-98
127	154	3.246853083802307e-58
128	2768	4.0582109685030556e-54
129	2916	6.603092635325825e-54
130	1902	3.6680561615309424e-55
131	23566	1.3835557188131058e-52
132	3577	7.997997048154961e-54
133	554	3.9679911790540722e-56
134	57121	4.686319001606482e-59
135	9170	3.583169062626173e-61
136	2846	1.881867158071786e-60
137	10161	7.683462970351285e-63
138	3579	5.039067224230195e-65
139	551	1.826088568061466e-60
140	183	2.4306941418408664e-52
141	2357	9.93737157233026e-50
142	GO:0005886	1.9109602188987365e-47
143	2147	2.5423856633878542e-45
144	134	4.0410797609325426e-44
145	3576	5.09620390561252e-44
146	6755	6.434806397391753e-44
