#rank	DIAMOnD_node	p_hyper
1	GS1132	6.656520838982982e-43
2	GO:0005515	5.3166434484350256e-20
3	160065	3.6485881035511634e-21
4	130574	1.0342159897748587e-23
5	8973	2.78107384093064e-26
6	57152	1.8619424898610929e-28
7	1136	4.602660835532982e-30
8	100169851	9.868826836885007e-33
9	130576	1.9994547633505482e-35
10	1137	1.8352733119519683e-38
11	1141	1.46832187810667e-41
12	399967	1.0207593729584004e-44
13	1139	1.7165447755862383e-47
14	1145	9.844409249560993e-51
15	1142	4.860971198076295e-54
16	66004	7.410413858537416e-57
17	432355	2.998000037236666e-60
18	399968	1.6943463904518253e-62
19	1144	9.325337052184102e-65
20	GS26305	1.9492469578773328e-24
21	1813	2.83571911914593e-19
22	2770	2.3172302733147594e-19
23	2773	5.818691336446122e-21
24	2771	2.0025583691846632e-21
25	94235	1.6310667213258406e-22
26	2791	1.7817794090349944e-24
27	2786	1.4256341441810952e-26
28	2785	1.4290961354772293e-28
29	2787	1.1927871678210665e-30
30	54331	8.107407886563474e-33
31	2775	5.201650331295417e-35
32	2792	4.546596548794766e-37
33	59345	4.695673817442346e-39
34	55970	3.544677858512121e-40
35	2790	4.9984728790916585e-42
36	2793	3.139053752843225e-44
37	10681	1.5221298977685057e-46
38	2784	1.1406671609716904e-48
39	3351	1.2860616322778827e-50
40	3354	1.093398464910439e-52
41	2783	9.682115661612925e-55
42	3350	1.6364537008007716e-56
43	3352	1.4544029744753345e-58
44	3355	2.7699514315209826e-61
45	3361	5.595855621136916e-63
46	3363	1.697223607530339e-52
47	3765	9.469069061654023e-51
48	3760	1.3952808830789042e-52
49	2788	5.467711398369648e-54
50	3762	4.704385541363351e-57
51	51764	1.6252565872239272e-57
52	2782	3.6058440583933667e-57
53	2912	1.4846296618384758e-58
54	1132	2.2922012258078764e-57
55	2914	4.446398083576073e-57
56	2918	1.3620030748613573e-58
57	2913	7.741493712076087e-61
58	2778	7.726087197695167e-61
59	10672	1.7815744412975018e-62
60	51655	1.6032984454412788e-55
61	6323	3.2330809841378643e-53
62	187	3.632197272808502e-53
63	4543	1.1848412559224536e-52
64	146850	3.2685430120720727e-52
65	23533	1.8929557791517694e-54
66	5332	4.453889899294068e-51
67	5294	6.442305280078365e-53
68	5331	9.472228949478283e-55
69	23236	4.050458156395214e-56
70	5330	3.7967341029291637e-57
71	2776	8.351203280179781e-57
72	774	6.60030993635008e-50
73	773	1.593808142377289e-51
74	779	4.1792961344984066e-50
75	778	2.70829045420362e-50
76	776	1.5917990748626326e-51
77	775	1.0074338675258116e-53
78	5923	1.9024950253957072e-53
79	5924	5.438842728120745e-53
80	4544	2.7571451856781736e-49
81	5581	4.110162540115098e-49
82	4893	1.020421874788697e-49
83	3845	7.41065824667784e-52
84	3265	3.0059712130517303e-53
85	6237	6.020437266331905e-54
86	22800	4.597424050758753e-56
87	5291	5.714114362804768e-57
88	5293	7.287355258725071e-59
89	5296	7.029111549674422e-61
90	5290	7.271426819204005e-63
91	8503	1.560553328627841e-63
92	22808	9.101272191277423e-66
93	5295	1.1883545085522527e-64
94	57580	3.736975178396685e-59
95	5336	7.209780990207753e-55
96	5335	7.094669313262499e-57
97	5601	2.0407123226157064e-49
98	5602	3.4226368798110744e-51
99	6300	1.9694209759303405e-53
100	5600	4.159330702819303e-55
101	5599	2.456832439493042e-56
