#rank	DIAMOnD_node	p_hyper
1	GS1132	5.647024047060027e-41
2	GO:0005515	1.0992548075490584e-25
3	154	1.2222513738758909e-23
4	1128	1.6162166403308064e-25
5	3973	1.2219901659343307e-23
6	1909	1.3751344755549285e-25
7	1129	3.579067398382791e-27
8	5733	1.1304186849083916e-28
9	1131	4.592286034602367e-30
10	7852	3.914891367139489e-30
11	6865	1.5659709970091664e-31
12	3358	1.2640959853586327e-33
13	6869	1.7207158443702827e-35
14	6915	1.2179134174294999e-37
15	7201	2.661878703200055e-40
16	147	1.4200886697488353e-42
17	5724	4.980102406082033e-45
18	623	9.487402749844148e-48
19	9630	2.9875813339265336e-50
20	10800	8.106107998631081e-52
21	57105	1.0874284371266316e-54
22	887	2.848683250782493e-57
23	56413	3.419990642200711e-60
24	5731	3.749879192251567e-63
25	4923	2.0423327572251984e-65
26	2925	1.233976028351316e-67
27	3269	1.29416590797063e-70
28	2769	7.608611810452663e-73
29	886	1.0527777608600659e-74
30	624	1.2461450389620225e-76
31	1910	2.7710068997800136e-78
32	3357	6.4271661627835105e-81
33	552	2.4910038191241625e-83
34	2767	2.1152793721849868e-85
35	185	1.7261751408727374e-87
36	5737	5.231110303023635e-90
37	553	6.20181381408433e-92
38	2911	1.5083900676327082e-92
39	2149	1.979493275740452e-94
40	2776	6.244721946718177e-88
41	GO:0005886	3.73974942294492e-35
42	2770	3.46851419126908e-32
43	2773	9.727963365389714e-34
44	3351	7.8387292346291e-36
45	3354	8.328230350460133e-38
46	3350	1.17970089869893e-38
47	3355	1.2446406525970476e-40
48	3352	4.289809910770757e-43
49	134	4.2327296578834714e-43
50	6755	1.6439526016129622e-45
51	4886	1.2403657486077712e-46
52	56670	3.1917058566343595e-49
53	6752	1.9076994630239389e-50
54	2867	3.0127002217645464e-53
55	8843	7.826331762934003e-56
56	338442	7.078311120557219e-59
57	27198	1.7546686910628592e-61
58	6751	2.638593228583243e-62
59	5020	2.3653200303709743e-64
60	1906	1.8924674884400452e-63
61	9568	5.637597769420993e-66
62	6750	1.1243978576790734e-66
63	2771	5.28940636920505e-65
64	1907	1.1235859642461272e-62
65	1908	7.745923239112938e-65
66	51738	2.0613163255584263e-58
67	3362	3.3963941567903194e-39
68	3361	9.150446721590381e-38
69	153	1.4224226312198558e-39
70	55970	1.1054044187168792e-38
71	2778	1.2397404908422691e-39
72	2775	3.214865624083063e-40
73	2768	4.085049586856161e-39
74	10672	2.918390204249542e-40
75	94235	1.4544852383716723e-40
76	2791	1.585827068224812e-42
77	2786	1.0561976633168221e-44
78	2785	1.1097113130333838e-46
79	2787	8.934220147558578e-49
80	54331	5.379672921383118e-51
81	2792	5.398562912607747e-53
82	59345	7.100089049703115e-55
83	2790	5.991530436556337e-56
84	2793	4.179482206810118e-58
85	10681	2.074701361069632e-60
86	2784	1.922548646673472e-62
87	2783	1.6917395695038943e-63
88	2912	1.9251359141209482e-65
89	2914	3.252356305564326e-67
90	2917	1.1519278257427798e-69
91	2918	3.95740580358281e-71
92	2913	3.026459842201405e-73
93	5332	2.4875685890636146e-68
94	5331	9.049228717706642e-70
95	23236	6.265358774899599e-71
96	5330	2.687367750387086e-72
97	2788	2.7025887576345583e-59
98	51764	6.046358741924803e-61
99	1132	1.3579294478091548e-63
100	2782	2.81675417467405e-62
101	117	3.586987110430446e-63
102	1815	1.9691097321560686e-59
