gene1	gene2	goIds1	goIds2
hsa:80055	hsa:84992	['GO:0016255']	['GO:0006506']
hsa:80055	hsa:10026	['GO:0016255']	['GO:0016255']
hsa:80055	hsa:284098	['GO:0016255']	['GO:0016254', 'GO:0072659', 'GO:0006505']
hsa:80055	hsa:84720	['GO:0016255']	[]
hsa:80055	hsa:94005	['GO:0016255']	['GO:0016255']
hsa:80055	hsa:54965	['GO:0016255']	[]
hsa:80055	hsa:9488	['GO:0016255']	['GO:0016254', 'GO:0097502', 'GO:0006506']
hsa:80055	hsa:5277	['GO:0016255']	['GO:0016254']
hsa:80055	hsa:5281	['GO:0016255']	['GO:0006506']
hsa:80055	hsa:93183	['GO:0016255']	[]
hsa:80055	hsa:9091	['GO:0016255']	['GO:0005975', 'GO:0006506']
hsa:80055	hsa:2822	['GO:0016255']	['GO:0002042', 'GO:0008285', 'GO:0071277', 'GO:0071466', 'GO:1900076', 'GO:0071467', 'GO:0071401', 'GO:0010595', 'GO:0002430', 'GO:0097241', 'GO:0006507', 'GO:0032869', 'GO:0009749', 'GO:0043065', 'GO:0071397', 'GO:0035701', 'GO:0051044', 'GO:0008286', 'GO:0046470']
hsa:80055	hsa:80235	['GO:0016255']	['GO:0016254', 'GO:0006506']
hsa:80055	hsa:55650	['GO:0016255']	['GO:0016254', 'GO:0006506']
hsa:80055	hsa:23556	['GO:0016255']	['GO:0016254']
hsa:80055	hsa:8733	['GO:0016255']	['GO:0065003', 'GO:0016255']
hsa:80055	hsa:9487	['GO:0016255']	['GO:0016254']
hsa:80055	hsa:51604	['GO:0016255']	['GO:0016255']
hsa:80055	hsa:65258	['GO:0016255']	['GO:0006506']
hsa:80055	hsa:128869	['GO:0016255']	['GO:0016255', 'GO:0006506', 'GO:0046425']
hsa:80055	hsa:5283	['GO:0016255']	['GO:0036211', 'GO:0006506']
hsa:80055	hsa:54872	['GO:0016255']	['GO:0016254', 'GO:0006506']
hsa:80055	hsa:51227	['GO:0016255']	['GO:0006506']
hsa:80055	hsa:5279	['GO:0016255']	['GO:0006506']
hsa:80055	hsa:8818	['GO:0016255']	['GO:0035269', 'GO:0006506', 'GO:0019348', 'GO:0031647']
hsa:84992	hsa:80055	['GO:0006506']	['GO:0016255']
hsa:84992	hsa:10026	['GO:0006506']	['GO:0016255']
hsa:84992	hsa:284098	['GO:0006506']	['GO:0016254', 'GO:0072659', 'GO:0006505']
hsa:84992	hsa:84720	['GO:0006506']	[]
hsa:84992	hsa:94005	['GO:0006506']	['GO:0016255']
hsa:84992	hsa:54965	['GO:0006506']	[]
hsa:84992	hsa:9488	['GO:0006506']	['GO:0016254', 'GO:0097502', 'GO:0006506']
hsa:84992	hsa:5277	['GO:0006506']	['GO:0016254']
hsa:84992	hsa:5281	['GO:0006506']	['GO:0006506']
hsa:84992	hsa:93183	['GO:0006506']	[]
hsa:84992	hsa:9091	['GO:0006506']	['GO:0005975', 'GO:0006506']
hsa:84992	hsa:2822	['GO:0006506']	['GO:0002042', 'GO:0008285', 'GO:0071277', 'GO:0071466', 'GO:1900076', 'GO:0071467', 'GO:0071401', 'GO:0010595', 'GO:0002430', 'GO:0097241', 'GO:0006507', 'GO:0032869', 'GO:0009749', 'GO:0043065', 'GO:0071397', 'GO:0035701', 'GO:0051044', 'GO:0008286', 'GO:0046470']
hsa:84992	hsa:80235	['GO:0006506']	['GO:0016254', 'GO:0006506']
hsa:84992	hsa:55650	['GO:0006506']	['GO:0016254', 'GO:0006506']
hsa:84992	hsa:23556	['GO:0006506']	['GO:0016254']
hsa:84992	hsa:8733	['GO:0006506']	['GO:0065003', 'GO:0016255']
hsa:84992	hsa:9487	['GO:0006506']	['GO:0016254']
hsa:84992	hsa:51604	['GO:0006506']	['GO:0016255']
hsa:84992	hsa:65258	['GO:0006506']	['GO:0006506']
hsa:84992	hsa:128869	['GO:0006506']	['GO:0016255', 'GO:0006506', 'GO:0046425']
hsa:84992	hsa:5283	['GO:0006506']	['GO:0036211', 'GO:0006506']
hsa:84992	hsa:54872	['GO:0006506']	['GO:0016254', 'GO:0006506']
hsa:84992	hsa:51227	['GO:0006506']	['GO:0006506']
hsa:84992	hsa:5279	['GO:0006506']	['GO:0006506']
hsa:84992	hsa:8818	['GO:0006506']	['GO:0035269', 'GO:0006506', 'GO:0019348', 'GO:0031647']
hsa:10026	hsa:80055	['GO:0016255']	['GO:0016255']
hsa:10026	hsa:84992	['GO:0016255']	['GO:0006506']
hsa:10026	hsa:284098	['GO:0016255']	['GO:0016254', 'GO:0072659', 'GO:0006505']
hsa:10026	hsa:84720	['GO:0016255']	[]
hsa:10026	hsa:94005	['GO:0016255']	['GO:0016255']
hsa:10026	hsa:54965	['GO:0016255']	[]
hsa:10026	hsa:9488	['GO:0016255']	['GO:0016254', 'GO:0097502', 'GO:0006506']
hsa:10026	hsa:5277	['GO:0016255']	['GO:0016254']
hsa:10026	hsa:5281	['GO:0016255']	['GO:0006506']
hsa:10026	hsa:93183	['GO:0016255']	[]
hsa:10026	hsa:9091	['GO:0016255']	['GO:0005975', 'GO:0006506']
hsa:10026	hsa:2822	['GO:0016255']	['GO:0002042', 'GO:0008285', 'GO:0071277', 'GO:0071466', 'GO:1900076', 'GO:0071467', 'GO:0071401', 'GO:0010595', 'GO:0002430', 'GO:0097241', 'GO:0006507', 'GO:0032869', 'GO:0009749', 'GO:0043065', 'GO:0071397', 'GO:0035701', 'GO:0051044', 'GO:0008286', 'GO:0046470']
hsa:10026	hsa:80235	['GO:0016255']	['GO:0016254', 'GO:0006506']
hsa:10026	hsa:55650	['GO:0016255']	['GO:0016254', 'GO:0006506']
hsa:10026	hsa:23556	['GO:0016255']	['GO:0016254']
hsa:10026	hsa:8733	['GO:0016255']	['GO:0065003', 'GO:0016255']
hsa:10026	hsa:9487	['GO:0016255']	['GO:0016254']
hsa:10026	hsa:51604	['GO:0016255']	['GO:0016255']
hsa:10026	hsa:65258	['GO:0016255']	['GO:0006506']
hsa:10026	hsa:128869	['GO:0016255']	['GO:0016255', 'GO:0006506', 'GO:0046425']
hsa:10026	hsa:5283	['GO:0016255']	['GO:0036211', 'GO:0006506']
hsa:10026	hsa:54872	['GO:0016255']	['GO:0016254', 'GO:0006506']
hsa:10026	hsa:51227	['GO:0016255']	['GO:0006506']
hsa:10026	hsa:5279	['GO:0016255']	['GO:0006506']
hsa:10026	hsa:8818	['GO:0016255']	['GO:0035269', 'GO:0006506', 'GO:0019348', 'GO:0031647']
hsa:284098	hsa:80055	['GO:0016254', 'GO:0072659', 'GO:0006505']	['GO:0016255']
hsa:284098	hsa:84992	['GO:0016254', 'GO:0072659', 'GO:0006505']	['GO:0006506']
