gene1	gene2	goIds1	goIds2
hsa:7263	hsa:54928	['GO:0051029', 'GO:0030855', 'GO:0009440', 'GO:0035928', 'GO:0000098']	[]
hsa:7263	hsa:10380	['GO:0051029', 'GO:0030855', 'GO:0009440', 'GO:0035928', 'GO:0000098']	['GO:0050427', 'GO:0006139', 'GO:0007399']
hsa:7263	hsa:58472	['GO:0051029', 'GO:0030855', 'GO:0009440', 'GO:0035928', 'GO:0000098']	['GO:0070221']
hsa:7263	hsa:4357	['GO:0051029', 'GO:0030855', 'GO:0009440', 'GO:0035928', 'GO:0000098']	['GO:0000098', 'GO:0009636', 'GO:0009440']
hsa:7263	hsa:23474	['GO:0051029', 'GO:0030855', 'GO:0009440', 'GO:0035928', 'GO:0000098']	['GO:0006749', 'GO:0070813']
hsa:7263	hsa:6821	['GO:0051029', 'GO:0030855', 'GO:0009440', 'GO:0035928', 'GO:0000098']	[]
hsa:7263	hsa:9060	['GO:0051029', 'GO:0030855', 'GO:0009440', 'GO:0035928', 'GO:0000098']	['GO:0042445', 'GO:0050428', 'GO:0000103']
hsa:7263	hsa:9061	['GO:0051029', 'GO:0030855', 'GO:0009440', 'GO:0035928', 'GO:0000098']	['GO:0050428', 'GO:0001501', 'GO:0000103']
hsa:7263	hsa:8991	['GO:0051029', 'GO:0030855', 'GO:0009440', 'GO:0035928', 'GO:0000098']	[]
hsa:54928	hsa:7263	[]	['GO:0051029', 'GO:0030855', 'GO:0009440', 'GO:0035928', 'GO:0000098']
hsa:54928	hsa:10380	[]	['GO:0050427', 'GO:0006139', 'GO:0007399']
hsa:54928	hsa:58472	[]	['GO:0070221']
hsa:54928	hsa:4357	[]	['GO:0000098', 'GO:0009636', 'GO:0009440']
hsa:54928	hsa:23474	[]	['GO:0006749', 'GO:0070813']
hsa:54928	hsa:6821	[]	[]
hsa:54928	hsa:9060	[]	['GO:0042445', 'GO:0050428', 'GO:0000103']
hsa:54928	hsa:9061	[]	['GO:0050428', 'GO:0001501', 'GO:0000103']
hsa:54928	hsa:8991	[]	[]
hsa:10380	hsa:7263	['GO:0050427', 'GO:0006139', 'GO:0007399']	['GO:0051029', 'GO:0030855', 'GO:0009440', 'GO:0035928', 'GO:0000098']
