gene1	gene2	goIds1	goIds2
hsa:1548	hsa:10	['GO:0042178', 'GO:0009804', 'GO:0006805', 'GO:0008202', 'GO:0046226']	['GO:0006805']
hsa:1548	hsa:1544	['GO:0042178', 'GO:0009804', 'GO:0006805', 'GO:0008202', 'GO:0046226']	['GO:0016098', 'GO:0032787', 'GO:0006706', 'GO:0042178', 'GO:0070989', 'GO:0019373', 'GO:0042572', 'GO:0046222', 'GO:0008210', 'GO:0009403', 'GO:0009820', 'GO:0032259', 'GO:0042759', 'GO:0046483', 'GO:0006805', 'GO:0097267']
hsa:1548	hsa:1549	['GO:0042178', 'GO:0009804', 'GO:0006805', 'GO:0008202', 'GO:0046226']	[]
hsa:1548	hsa:7498	['GO:0042178', 'GO:0009804', 'GO:0006805', 'GO:0008202', 'GO:0046226']	['GO:1900745', 'GO:0006148', 'GO:0009114', 'GO:0006149', 'GO:0001933', 'GO:0000255', 'GO:0051898', 'GO:1900747', 'GO:2000379', 'GO:2001213', 'GO:0006204', 'GO:0001937', 'GO:0006196', 'GO:0009115', 'GO:0045602', 'GO:0006919', 'GO:0010629']
hsa:1548	hsa:9	['GO:0042178', 'GO:0009804', 'GO:0006805', 'GO:0008202', 'GO:0046226']	['GO:0006805']
hsa:10	hsa:1548	['GO:0006805']	['GO:0042178', 'GO:0009804', 'GO:0006805', 'GO:0008202', 'GO:0046226']
hsa:10	hsa:1544	['GO:0006805']	['GO:0016098', 'GO:0032787', 'GO:0006706', 'GO:0042178', 'GO:0070989', 'GO:0019373', 'GO:0042572', 'GO:0046222', 'GO:0008210', 'GO:0009403', 'GO:0009820', 'GO:0032259', 'GO:0042759', 'GO:0046483', 'GO:0006805', 'GO:0097267']
hsa:10	hsa:1549	['GO:0006805']	[]
hsa:10	hsa:7498	['GO:0006805']	['GO:1900745', 'GO:0006148', 'GO:0009114', 'GO:0006149', 'GO:0001933', 'GO:0000255', 'GO:0051898', 'GO:1900747', 'GO:2000379', 'GO:2001213', 'GO:0006204', 'GO:0001937', 'GO:0006196', 'GO:0009115', 'GO:0045602', 'GO:0006919', 'GO:0010629']
hsa:10	hsa:9	['GO:0006805']	['GO:0006805']
