gene1	gene2	goIds1	goIds2
hsa:2054	hsa:51272	['GO:0009887', 'GO:0007398', 'GO:0007165', 'GO:1903575', 'GO:0034599']	['GO:2000156', 'GO:0042147']
hsa:2054	hsa:6845	['GO:0009887', 'GO:0007398', 'GO:0007165', 'GO:1903575', 'GO:0034599']	['GO:0008333', 'GO:0043308', 'GO:0043312', 'GO:0043320', 'GO:0097352', 'GO:1903595', 'GO:0016192', 'GO:0006906']
hsa:2054	hsa:8773	['GO:0009887', 'GO:0007398', 'GO:0007165', 'GO:1903575', 'GO:0034599']	['GO:0006903', 'GO:0006892', 'GO:0002553', 'GO:0061025']
hsa:2054	hsa:9570	['GO:0009887', 'GO:0007398', 'GO:0007165', 'GO:1903575', 'GO:0034599']	['GO:0006891', 'GO:0006888']
hsa:2054	hsa:415117	['GO:0009887', 'GO:0007398', 'GO:0007165', 'GO:1903575', 'GO:0034599']	[]
hsa:2054	hsa:6811	['GO:0009887', 'GO:0007398', 'GO:0007165', 'GO:1903575', 'GO:0034599']	['GO:0090166', 'GO:1903358', 'GO:0042147', 'GO:0045732', 'GO:0034498']
hsa:2054	hsa:53407	['GO:0009887', 'GO:0007398', 'GO:0007165', 'GO:1903575', 'GO:0034599']	['GO:1902953', 'GO:1902117', 'GO:1903358', 'GO:0090158']
hsa:2054	hsa:143187	['GO:0009887', 'GO:0007398', 'GO:0007165', 'GO:1903575', 'GO:0034599']	['GO:0032456', 'GO:0042147', 'GO:0050882', 'GO:0006914']
hsa:2054	hsa:112755	['GO:0009887', 'GO:0007398', 'GO:0007165', 'GO:1903575', 'GO:0034599']	[]
hsa:2054	hsa:8675	['GO:0009887', 'GO:0007398', 'GO:0007165', 'GO:1903575', 'GO:0034599']	['GO:0042147', 'GO:0032456']
hsa:2054	hsa:10228	['GO:0009887', 'GO:0007398', 'GO:0007165', 'GO:1903575', 'GO:0034599']	['GO:0006906', 'GO:0042147', 'GO:0032880', 'GO:0032456']
hsa:2054	hsa:6810	['GO:0009887', 'GO:0007398', 'GO:0007165', 'GO:1903575', 'GO:0034599']	['GO:0043085', 'GO:0017157', 'GO:0060291', 'GO:0008284', 'GO:0035774', 'GO:1902041', 'GO:0048284', 'GO:2000010', 'GO:0002639', 'GO:0043311', 'GO:0050921', 'GO:0045785', 'GO:1903078', 'GO:1903575', 'GO:0030335', 'GO:0034599']
hsa:2054	hsa:8673	['GO:0009887', 'GO:0007398', 'GO:0007165', 'GO:1903575', 'GO:0034599']	['GO:0043308', 'GO:1903531', 'GO:0043312', 'GO:0097352', 'GO:0016240', 'GO:0046718', 'GO:1903595', 'GO:0070254', 'GO:1903076']
hsa:2054	hsa:8676	['GO:0009887', 'GO:0007398', 'GO:0007165', 'GO:1903575', 'GO:0034599']	['GO:0061025']
hsa:2054	hsa:55014	['GO:0009887', 'GO:0007398', 'GO:0007165', 'GO:1903575', 'GO:0034599']	['GO:0097352', 'GO:0007030', 'GO:0016240', 'GO:0097111', 'GO:0006888', 'GO:0034497']
hsa:2054	hsa:6809	['GO:0009887', 'GO:0007398', 'GO:0007165', 'GO:1903575', 'GO:0034599']	['GO:2000010', 'GO:0008284', 'GO:0010468', 'GO:0050921', 'GO:0045785', 'GO:0090174', 'GO:1903078']
hsa:2054	hsa:8674	['GO:0009887', 'GO:0007398', 'GO:0007165', 'GO:1903575', 'GO:0034599']	['GO:0035493', 'GO:0032456']
hsa:2054	hsa:9554	['GO:0009887', 'GO:0007398', 'GO:0007165', 'GO:1903575', 'GO:0034599']	['GO:1902902', 'GO:0006888', 'GO:0045732']
hsa:2054	hsa:9482	['GO:0009887', 'GO:0007398', 'GO:0007165', 'GO:1903575', 'GO:0034599']	['GO:0045022', 'GO:1903076']
hsa:2054	hsa:10490	['GO:0009887', 'GO:0007398', 'GO:0007165', 'GO:1903575', 'GO:0034599']	['GO:0097352', 'GO:0061025', 'GO:0016192', 'GO:0006904', 'GO:1903076']
hsa:2054	hsa:10282	['GO:0009887', 'GO:0007398', 'GO:0007165', 'GO:1903575', 'GO:0034599']	['GO:0006888']
hsa:2054	hsa:9342	['GO:0009887', 'GO:0007398', 'GO:0007165', 'GO:1903575', 'GO:0034599']	['GO:0006903', 'GO:0006887', 'GO:0097352', 'GO:0016240', 'GO:0061025', 'GO:0060271']
