gene1	gene2	goIds1	goIds2
hsa:10993	hsa:587	['GO:0042866', 'GO:0006565']	['GO:0009082']
hsa:10993	hsa:586	['GO:0042866', 'GO:0006565']	['GO:0009082', 'GO:0000082']
hsa:10993	hsa:113675	['GO:0042866', 'GO:0006565']	['GO:0008150']
hsa:587	hsa:10993	['GO:0009082']	['GO:0042866', 'GO:0006565']
hsa:587	hsa:586	['GO:0009082']	['GO:0009082', 'GO:0000082']
hsa:587	hsa:113675	['GO:0009082']	['GO:0008150']
hsa:586	hsa:10993	['GO:0009082', 'GO:0000082']	['GO:0042866', 'GO:0006565']
hsa:586	hsa:587	['GO:0009082', 'GO:0000082']	['GO:0009082']
hsa:586	hsa:113675	['GO:0009082', 'GO:0000082']	['GO:0008150']
hsa:113675	hsa:10993	['GO:0008150']	['GO:0042866', 'GO:0006565']
hsa:113675	hsa:587	['GO:0008150']	['GO:0009082']
hsa:113675	hsa:586	['GO:0008150']	['GO:0009082', 'GO:0000082']
