#rank	DIAMOnD_node	p_hyper
1	1262	1.8865890738665633e-05
2	1260	1.9794532680520237e-07
3	1258	1.5105616439713252e-09
4	1259	8.589672405450152e-12
5	1261	2.658040974031853e-09
6	54714	2.7007122271924036e-12
7	91860	2.9386822377057534e-07
8	163688	1.5648140013973927e-08
9	810	8.27164888621402e-10
10	6263	1.8021596580738405e-11
11	6261	3.7099670393902786e-13
12	51806	6.159757222079683e-14
13	6262	6.773338139764414e-13
14	4842	2.812564844152775e-13
15	4843	4.51169956659858e-13
16	4846	2.7966845088955704e-13
17	57118	1.6218571523402118e-14
18	57172	9.091843511541985e-17
19	8536	4.079584034748183e-19
20	818	3.077327705174206e-15
21	817	1.0020055040155936e-16
22	816	3.0482687246748413e-18
23	815	1.3181316637903796e-19
24	814	3.916388824463762e-20
25	10645	2.644744829046405e-13
26	5336	5.347505461382352e-13
27	5335	6.680482875285284e-13
28	3710	1.2518105763106672e-14
29	3708	1.675613880174231e-15
30	3709	1.4394233484705553e-16
31	5331	2.10727734796611e-15
32	5332	1.473756416489561e-16
33	23236	1.0959197976415836e-17
34	5330	7.080954860618944e-19
35	5534	1.187252233756462e-20
36	5535	1.1062298843074245e-22
37	5532	6.537565371072845e-24
38	5533	5.806724872424268e-26
39	5530	9.479270908631939e-28
40	cpd:C00076	4.961940604144993e-16
41	776	7.545078216077943e-16
42	775	5.017471431304514e-17
43	5501	3.516229108705336e-14
44	5499	2.6837244646332425e-15
45	5500	2.0319384863206078e-16
46	2903	1.7032533701187887e-17
47	2904	1.0243438842880038e-18
48	2905	2.4291503277794747e-16
49	2906	5.7578707024324555e-18
50	2902	1.7895722067650942e-19
51	8911	5.378746788849594e-21
52	8912	1.0537540233580556e-22
53	8913	1.912567042925482e-24
54	2915	2.899974177780183e-19
55	2911	4.1520812825570144e-20
56	2891	2.633670448234494e-17
57	2890	6.213967301746213e-19
58	5582	7.625246451727292e-16
59	5579	3.792310319462446e-16
60	5578	4.8399877479278305e-17
61	779	1.88900046521017e-15
62	778	1.1313372791159397e-16
63	10369	8.684327393401953e-16
64	783	2.807776941240872e-17
65	782	8.397446053151411e-19
66	785	2.3307596004849325e-20
67	55799	6.020327924625316e-22
68	93589	1.4506108175513197e-23
69	27091	3.26721516103077e-25
70	786	6.890637773950237e-27
71	784	1.3628261558171285e-28
72	27092	2.530829889811194e-30
73	59283	4.4174959869359764e-32
74	59285	7.253441587444948e-34
75	9254	1.1211187702352313e-35
76	59284	1.6319576533127144e-37
77	10368	2.237973447808235e-39
78	781	2.8917447423245525e-41
79	5923	1.8572463967883583e-41
80	5924	4.899604571756145e-43
81	777	1.1328740804896303e-44
82	773	7.084181130560958e-45
83	115727	7.219017013800323e-41
84	25780	1.4131430584771288e-42
85	774	3.959131010642781e-44
86	10125	2.3366806747396688e-43
87	10235	2.5609475828461004e-45
88	5519	2.0729241848484352e-31
89	5515	4.7993584507283936e-32
90	5518	1.0251095177978771e-33
91	5516	3.4583928305599135e-35
92	55844	6.133702582394639e-36
93	5523	7.929207592636702e-38
94	5529	7.896113618673617e-40
95	55012	7.236407156193707e-42
96	5527	6.091802587844246e-44
97	5526	4.699690112211342e-46
98	5525	1.0049552964334841e-47
99	28227	6.912634120400242e-50
100	5521	6.794567076560033e-52
101	5522	4.911760742795402e-54
102	5528	1.7928826007271388e-55
103	5520	2.248990816635336e-57
104	5502	9.222767215770085e-44
105	23293	5.261075623343795e-29
106	23049	5.232073846582244e-28
107	23381	5.851040534720894e-28
108	7137	1.1252698177100145e-24
109	5021	1.0896935274029204e-21
110	10000	1.210857310615487e-18
111	208	1.004752210393289e-19
112	207	1.482536291269851e-20
113	596	2.081583492149702e-19
114	90673	1.194346299152574e-17
115	5507	1.6708062305643548e-19
116	79660	2.0129810988736565e-21
117	5506	2.0804935904597317e-23
118	89801	1.833201859313038e-25
119	5509	4.373653958235982e-27
120	5256	3.492871889518292e-24
121	5255	2.4390333342941808e-26
122	5261	1.3874154589398854e-28
123	5260	6.269500962939521e-31
124	5257	6.314882626967681e-32
125	5836	7.096390215524077e-14
126	5834	1.9051184349215608e-15
127	5837	1.3011295061532038e-16
128	5590	1.982404125270715e-13
129	4893	3.1079274081973823e-13
130	3265	3.968786458550717e-14
131	3845	3.5604403106119934e-15
132	2793	3.214021806249245e-16
133	59345	2.3887104366866464e-17
134	2785	1.6894781911970892e-18
135	2787	1.1390740968399178e-19
136	94235	7.332162549133396e-21
137	2790	4.512375022093788e-22
138	2786	2.6584693692507337e-23
139	54331	1.501154373512706e-24
140	10681	8.133139314834983e-26
141	2791	5.6919452569038676e-27
142	2783	2.8824420220733953e-28
143	2784	3.603300103759801e-29
144	2792	4.52559969462256e-30
145	55970	3.528473028405874e-30
146	111	1.1677113384801606e-29
147	112	2.866314071127766e-30
148	108	1.583991475354827e-31
149	107	5.611558765756666e-33
150	115	1.9041022086566741e-34
151	113	6.19182575060739e-36
152	114	1.9305757859663574e-37
153	196883	5.7741287468984694e-39
154	109	2.79105801677286e-40
155	2775	1.9451585801401725e-35
156	2770	1.9420468352295543e-35
157	2773	1.1985313533185408e-36
158	1268	8.614027635478824e-39
159	2771	7.537151455202692e-39
160	5294	1.0222974916473426e-33
161	23533	4.302469730337537e-34
162	146850	5.4217429737021467e-36
163	5581	4.663805040736838e-33
164	5595	5.445489528807365e-29
165	5594	1.3007924036049924e-29
166	55811	2.4832578750230433e-28
167	1815	1.269639107307194e-27
168	22808	1.5106898700094797e-27
169	22800	3.179437927991493e-28
170	6237	9.993010990912104e-29
171	5290	1.0205246234266209e-29
172	5291	5.83987301168897e-30
173	5293	4.12160719798209e-31
174	2788	6.9613124566236785e-31
175	51764	1.7554179436417283e-31
176	2782	3.9362121541756225e-32
177	51655	1.2458775990337507e-32
178	57580	1.3822402453741503e-32
179	5296	2.657382176410645e-33
180	8503	1.9275315640352926e-34
181	6323	2.3730389628335165e-32
182	3760	3.9698225307215514e-32
183	3763	1.1621247003995752e-32
184	3762	7.995502401840318e-35
185	3765	4.547218988590183e-37
186	4543	2.1012332928525156e-31
187	4544	5.3899789057182105e-33
188	2917	1.2546206376413854e-30
189	2918	2.8088663574574426e-32
190	2914	5.8644018054154965e-34
191	2912	5.423798558650755e-35
192	2913	2.3456236032187858e-36
193	2778	9.392388215045649e-35
194	10672	2.224164801562603e-31
195	187	2.7709176670550467e-30
196	5580	2.130112555070498e-29
197	1132	5.729615120778517e-29
198	9568	9.908589124209685e-29
199	1813	6.267777851563044e-28
200	3352	2.7291412292937715e-25
201	3350	9.054054302751241e-27
202	3355	2.81956492200252e-28
203	3354	2.7362734970916103e-29
204	3351	8.001178631232065e-31
205	3361	1.9035584987109245e-32
206	1129	1.0124301391933038e-29
207	3363	1.61016817318113e-29
208	2776	1.436713043094041e-23
209	6300	1.382762540602334e-22
210	5603	9.85538354376203e-24
211	5600	1.2354726502007568e-24
212	1432	1.1361197880201182e-25
213	5602	3.2012488545607915e-25
214	11069	2.675126283896999e-26
215	10411	2.248314306743049e-27
216	5601	3.3808422920359617e-28
217	5599	1.4870039758633278e-28
218	27040	8.433423915216539e-22
219	5170	1.63358672619829e-21
220	5566	1.4432222622608176e-20
221	5568	9.559543099282316e-21
222	5241	2.47233509756289e-22
223	5567	6.663852552693437e-22
224	5894	3.436223338721176e-21
225	7442	3.1115268045239445e-20
226	5565	9.888333299423848e-20
227	5562	6.305790662154724e-21
228	53632	3.822002076263845e-22
229	5571	2.204079416396897e-23
230	51422	1.2104690488290284e-24
231	5563	6.336279913520812e-26
232	5564	3.774291799501644e-26
233	2308	5.303253787736788e-25
234	2998	1.022292461785038e-23
235	2997	4.19058872490987e-25
236	2309	2.831889675128923e-20
237	51196	5.433134541117272e-18
238	5908	3.8947357772984467e-19
239	5906	4.477147942072442e-20
240	7074	2.083869258793339e-18
241	6714	1.1591256133754777e-17
242	2916	2.2923992332015802e-17
243	1902	2.403015314437988e-17
244	2359	2.58775423446483e-17
245	2358	1.1964027247891755e-19
246	2357	1.3740569689839965e-20
247	57121	9.761761219906834e-17
248	23566	3.4557283240197217e-18
249	9170	2.10364336316957e-19
250	554	6.44458596085418e-20
