#rank	DIAMOnD_node	p_hyper
1	2770	1.9646108471910243e-07
2	2773	1.3902440078942029e-08
3	2771	1.0114384109813827e-09
4	4988	3.8068299065069533e-10
5	2786	5.320759159054793e-10
6	54331	2.3083358953963518e-11
7	59345	9.235610476406266e-13
8	2793	3.43354028699888e-14
9	2787	1.193564785019572e-15
10	94235	3.9000082925895645e-17
11	2785	1.2032311492615203e-18
12	10681	3.518609079581718e-20
13	1815	2.550238106965594e-22
14	2790	2.5956612122863674e-23
15	2783	7.904297436570313e-25
16	2791	1.9423763473269443e-26
17	51655	1.6429912029933609e-28
18	2775	1.5917810459039075e-29
19	2784	4.436965030295423e-31
20	2792	1.9106307312691142e-32
21	6323	2.076136123286213e-34
22	55970	7.249921889588327e-35
23	1813	2.576338957227849e-35
24	1268	2.456541818035117e-35
25	4543	6.107619646190771e-35
26	4544	4.9044747904606375e-37
27	1132	2.6191767369472244e-34
28	3763	2.378284922089582e-33
29	3762	9.940662652854527e-36
30	3765	3.674451751466249e-38
31	3760	3.6846702421254845e-40
32	9568	8.647584981554775e-41
33	2550	1.3733510070287305e-42
34	3355	7.6334912990456e-36
35	3350	8.281429605651693e-38
36	3352	8.504696559203437e-40
37	3354	2.520942438794579e-41
38	1129	2.984198446536357e-39
39	3361	1.5266806931910608e-38
40	2788	2.20229929697214e-37
41	51764	2.549865384081813e-38
42	2782	2.7071600601671968e-39
43	3363	1.460638006156445e-38
44	187	2.4718828340954996e-38
45	146850	2.54478072801007e-36
46	23533	1.8505086533924986e-38
47	10672	1.4147801250978353e-34
48	2914	4.589475778186376e-35
49	2917	4.974036931029344e-37
50	2918	5.062275123200556e-39
51	2912	1.7489869066725456e-40
52	2778	2.849868717291483e-35
53	57580	1.0756636309146016e-31
54	773	3.526047073497673e-31
55	774	3.9431431975011865e-32
56	4893	1.3091777745166419e-30
57	3845	6.999216568209695e-32
58	3265	2.2458605333359587e-33
59	5581	4.462244795310344e-33
60	5603	1.120052134543701e-32
61	6300	3.2892406320852264e-34
62	5600	1.6789881036242143e-35
63	1432	6.363389169008392e-37
64	5602	2.2151545736899368e-36
65	5601	2.076100983410127e-37
66	5595	1.699576069405906e-32
67	5594	2.1228389824017535e-33
68	5923	1.6534404682604388e-28
69	5924	4.972672247637657e-30
70	22808	1.6891418994806314e-29
71	22800	1.7102911526787125e-30
72	6237	2.468545092397714e-31
73	5293	2.2632458100786596e-30
74	5291	1.065325588948058e-31
75	8503	7.10458694626378e-30
76	5296	3.7703695502047436e-31
77	5332	5.073889215680448e-32
78	5331	2.6356850095002248e-33
79	23236	1.6313053233896254e-34
80	5330	8.106987690976974e-36
81	5295	3.931782450512798e-37
82	2776	7.660998823121732e-29
83	779	1.5399107841950717e-27
84	778	6.842756520847761e-29
85	776	5.229950472386524e-30
86	775	3.310275039673705e-31
87	5335	7.265383224588996e-27
88	5336	4.1321939743044125e-28
89	27040	1.7548232373986656e-27
90	814	4.561102912142127e-27
91	112	3.770567795611417e-26
92	55811	1.6231323105521177e-27
93	115	5.508851874069219e-29
94	107	1.6839898413824783e-30
