#rank	DIAMOnD_node	p_hyper
1	54476	0.0005579706529770183
2	148022	0.0007474736967850471
3	353376	2.2141647925563666e-05
4	85509	0.0010141842981680484
5	1259	0.001540141145747821
6	1260	2.5969554051197403e-05
7	1262	3.0214844255530697e-07
8	1258	2.5517795940364223e-09
9	1261	3.672373372469398e-09
10	54714	4.031145304621059e-12
11	163688	8.577431931159736e-06
12	91860	5.678719669763486e-07
13	810	3.625258402566714e-08
14	51806	2.1195078538810032e-09
15	6263	3.135796581923426e-11
16	6261	7.038757708207299e-13
17	808	2.1240682529121078e-13
18	6262	1.5065183826445692e-12
19	4842	6.756351404959819e-13
20	4843	8.944663039884401e-13
21	4846	5.978644974218944e-13
22	57172	3.15183342743506e-14
23	8536	1.9101374528043624e-16
24	57118	9.255152047549809e-19
25	816	8.76296747664006e-15
26	817	3.073698535052736e-16
27	818	1.0062354528814386e-17
28	815	4.672994064369165e-19
29	814	1.255876183615642e-19
30	10645	4.743464380791778e-13
31	5336	1.5696155092558784e-12
32	3710	1.406551066977735e-12
33	5335	1.4503178192855801e-13
34	3708	3.616889297168296e-15
35	3709	3.0831653887219597e-16
36	5331	7.201324203778754e-15
37	5332	5.368887639018057e-16
38	5330	4.250656704006617e-17
39	5535	2.4953352626638236e-18
40	5534	2.7938889243914086e-20
41	5533	1.648289116219031e-21
42	5532	1.7345379526725105e-23
43	5530	3.152889072492625e-25
44	23236	2.5533127414423338e-24
45	cpd:C00076	1.5717987471414326e-15
46	776	1.967455913252821e-15
47	775	1.383511844959969e-16
48	5501	7.895584328063011e-14
49	5499	6.361361702222306e-15
50	5500	5.081251493306759e-16
51	2903	3.780780832551854e-17
52	2904	2.2621332060704266e-18
53	2905	4.987439146513617e-16
54	2906	1.2462239502928777e-17
55	2902	4.079034030587017e-19
56	8911	1.2904347598189902e-20
57	8912	2.6608958172538353e-22
58	8913	5.080674729396212e-24
59	2915	7.477572522816732e-19
60	2911	1.1218278891977333e-19
61	2891	4.854187021415049e-17
62	2890	1.2019512887197237e-18
63	5582	1.7633398847437549e-15
64	5579	9.136029718449535e-16
65	5578	1.2194717660112614e-16
66	779	4.056597528156601e-15
67	778	2.5437574061822515e-16
68	782	1.6798797826366302e-15
69	785	5.684910410726772e-17
70	59285	1.778926104922279e-18
71	10368	5.164050035299978e-20
72	10369	1.3945372348571447e-21
73	784	3.511679323744784e-23
74	27092	8.262945893643094e-25
75	27091	1.8199163417716055e-26
76	9254	3.7576059870555967e-28
77	783	7.282136226178257e-30
78	786	1.3260066302731171e-31
79	59284	2.270587655029903e-33
80	59283	3.6586731965512903e-35
81	55799	5.550271035124484e-37
82	93589	7.929599162187e-39
83	781	1.067104929164674e-40
84	5923	7.114338698578699e-41
85	5924	1.9524748439991574e-42
86	777	3.5140385044394773e-44
87	773	2.762968398628544e-44
88	115727	2.090143508732169e-40
89	25780	4.6619065395656593e-42
90	774	1.4209972632302657e-43
91	10125	7.915188635542242e-43
92	10235	8.60644513811659e-45
93	5519	5.665040274942839e-31
94	5515	1.358177944582238e-31
95	5518	3.0106154009298093e-33
96	5516	1.0532730017439307e-34
97	55844	1.7064551434651555e-35
98	55012	2.194437941400103e-37
99	5529	2.2655456339911865e-39
100	5523	2.1519891095598738e-41
101	5526	1.8772137172329715e-43
102	5527	1.5003152840596634e-45
103	5525	3.321125342645554e-47
104	28227	2.365487346409476e-49
105	5522	2.5103899931277752e-51
106	5521	1.878250439427482e-53
107	5528	6.795291798595849e-55
108	5520	9.197044309690155e-57
109	5502	2.2766245638288405e-43
110	23293	9.170890313861104e-29
111	23381	9.08095143919719e-28
112	23049	1.0116818029534894e-27
113	7137	2.0009025082339204e-24
114	5021	2.3349587158538847e-21
115	10000	3.961664467021657e-17
116	208	3.539189386434677e-18
117	207	5.444906766440412e-19
118	596	3.946864964497632e-19
119	79660	1.8091762797596706e-17
120	5507	2.611669354268058e-19
121	89801	3.246341413144993e-21
122	5506	3.461023315961166e-23
123	90673	3.1452402818065e-25
124	5509	7.733998954884357e-27
125	5261	5.760053413153187e-24
126	5256	4.146026922700256e-26
127	5255	2.4306164122024e-28
