#rank	DIAMOnD_node	p_hyper
1	356	5.530056681617643e-07
2	843	2.2043733827030604e-07
3	8795	3.8288593754206405e-09
4	637	1.1855412273677815e-10
5	4478	1.670024372438011e-12
6	841	1.9920520264897018e-14
7	7132	2.258290429952202e-16
8	396	6.304628924659891e-18
9	7430	1.807613216691159e-19
10	387	9.132559060335075e-16
11	8797	1.8697807741003645e-06
12	8864	3.482749067722582e-06
13	5187	1.696723302075631e-08
14	102800317	1.198842245606926e-07
15	1453	5.171225959550692e-08
16	3383	7.121913342721872e-06
17	7157	1.9019407298452224e-05
18	5602	3.1702818464509256e-06
19	581	7.677003983031494e-08
20	5601	2.252197579279944e-08
21	317	3.196499908220797e-08
22	598	7.919238964018405e-08
23	5366	7.228499495222106e-10
24	10018	1.0097801216066905e-10
25	27113	1.0752878806058635e-12
26	100132074	2.9691801684773805e-08
27	4303	1.887373917988536e-09
28	2309	1.965294664177363e-09
29	8743	5.204247323776925e-11
30	901	6.285181978206064e-11
31	5603	1.8626003394928508e-10
32	6300	1.08652329517806e-11
33	5600	7.394187527901536e-13
34	1432	4.307806855041741e-14
35	1845	5.066951142089867e-13
36	84867	2.2888801146306405e-15
37	5801	7.45858388898443e-18
38	5778	1.663801916096654e-20
39	5595	3.9189990211427397e-16
40	5594	4.496484852160295e-17
41	2002	1.3364510867888682e-15
42	225689	3.0056967790755064e-15
43	5596	2.149375047382466e-17
44	5597	1.2583405160954683e-19
45	5598	4.610772819453705e-19
46	2353	2.146320577819938e-18
47	3725	9.61968937281523e-20
48	2354	7.631012789921244e-19
49	3727	2.4738023448141888e-20
50	8061	2.5728808255141467e-21
51	3726	3.3004656898275615e-22
52	2355	1.9497959044300158e-23
53	1513	1.7015217296055693e-16
54	4772	2.9475899288637054e-17
55	54	6.795723426803095e-18
56	799	1.519783552864414e-15
57	7189	1.2003332337831203e-14
58	1844	1.76852634556487e-14
59	1846	1.5261476297192202e-16
60	1849	1.0759318099246801e-18
61	1850	6.149894343558484e-21
62	11221	2.810941914378338e-23
63	80824	1.0046646094938824e-25
64	1847	2.709024958586931e-28
65	1852	6.736722332396287e-29
66	1843	8.602320372405716e-20
67	1848	6.2487879941119636e-21
68	7124	4.52377499324608e-13
69	595	1.1402709024597137e-12
70	27040	2.1616164405156406e-12
71	6885	6.4249488489360585e-12
72	2005	3.8499123641133315e-11
73	4208	4.409911720268236e-11
74	4318	5.2669584298564764e-11
75	4893	6.795457181520374e-11
76	3845	7.080099401365914e-12
77	3265	5.552406589482068e-13
78	4214	3.0118790579588946e-13
79	2790	1.8015895307347482e-12
80	2786	1.2670049923330865e-13
81	2793	8.376199883619449e-15
82	2785	5.222180086198599e-16
83	10681	3.0791185728686305e-17
84	59345	1.7213591131847554e-18
85	94235	9.144790869477776e-20
86	54331	4.6261686485378566e-21
87	2787	2.2326307303286406e-22
88	2791	1.2977326369597324e-23
89	2783	5.79358693239574e-25
90	2784	5.234050932641753e-26
91	2792	4.745572080742578e-27
92	55970	1.878615447635676e-27
93	2770	6.557344434464316e-26
94	2775	3.4096180091326626e-27
95	2773	2.390828983080884e-28
96	2771	2.0519683409981826e-29
97	1815	1.0596578215318683e-31
98	146850	4.638763629575154e-31
99	23533	5.539367714162964e-33
100	51655	2.051252157044301e-30
101	6323	1.2346673474162693e-29
102	4543	2.3106524890447486e-28
103	4544	4.129439006922289e-30
104	1132	1.7441339259451824e-27
105	3763	1.2871431959834323e-26
106	3762	1.1753813818995254e-28
107	3765	9.415046125712763e-31
108	3760	2.0147089234221912e-32
109	9568	2.7342153167614357e-26
110	2550	1.0305453930953335e-27
111	187	8.186693560901511e-26
112	2788	2.5611287168308207e-26
113	1813	4.315101087694756e-27
114	1268	4.8193368781768606e-29
115	51764	1.0433940680127106e-28
116	2782	1.9173725378131234e-29
117	5581	4.2822373664674206e-29
118	3352	7.659298448334631e-29
119	3355	1.695227157987259e-30
120	3350	3.528097380932737e-32
121	3351	2.1968328008489625e-33
122	3354	4.3016589965615563e-35
123	3361	4.442621054337496e-36
124	1129	2.3538844391305754e-33
125	3363	9.31242763844525e-31
126	10672	8.14198077578586e-28
127	2914	7.1425589654007e-28
128	2918	1.4952587275545925e-29
129	2917	2.9232909454747244e-31
130	2912	1.900098528090097e-32
131	2778	1.934583074532805e-26
132	773	8.37794646132193e-25
133	774	8.489216007058363e-26
134	5923	3.995824957990552e-25
135	5924	7.020624941711561e-25
136	6237	2.5938728560107647e-24
137	22808	1.3594166535903909e-25
138	22800	2.2145125439949118e-26
139	57580	4.9272140677418604e-24
140	5291	9.331337959412522e-25
141	5293	6.80293739478207e-26
142	5290	9.112784226182146e-27
143	5296	3.2753426689841405e-25
144	8503	2.6004173379661835e-26
145	5295	6.556687193864649e-27
146	5331	1.0105519408274979e-25
147	5332	8.14388591957994e-27
148	23236	7.797996444963002e-28
149	5330	5.982744563732938e-29
150	2776	1.2629782609048917e-23
151	5336	1.5045708981712684e-23
152	5335	1.2015519976760658e-24
153	814	4.673660974832978e-23
154	779	2.8861406822364703e-22
155	778	2.028948456108375e-23
156	776	3.894655416744781e-24
157	775	3.8493938813222512e-25
158	55811	9.366145318287367e-22
159	112	6.6375596397941e-23
160	107	4.4367396008099575e-24
161	115	2.0569769969407092e-25
162	114	9.096185549213164e-27
163	113	3.84037177394876e-28
164	108	1.549353392338451e-29
165	196883	5.977684308676084e-31
166	109	3.3886227124913227e-32
167	111	2.92086097268714e-33
168	5580	3.451276348234067e-33
169	10411	8.632995151402064e-32
170	11069	1.0094277296709476e-32
171	10000	4.0232098701003187e-25
172	208	3.3488361649192934e-26
173	207	6.253553824455632e-27
174	5564	2.405528355475076e-24
175	5562	3.3379590882935083e-25
176	53632	1.479345148970015e-26
177	5565	6.2501509478753135e-28
178	5571	2.519454464531761e-29
179	51422	9.697101403021192e-31
180	5563	3.566037336626351e-32
181	817	8.438088230366893e-24
182	816	3.9201706940786493e-25
183	818	1.7332327801174624e-26
184	815	1.6499994588588833e-27
185	91860	2.174805089531835e-25
186	163688	1.0270181987677606e-26
187	805	6.855061257981701e-28
188	810	3.006179710722396e-29
189	801	1.9201427323327535e-30
190	51806	7.849038138425152e-32
191	808	4.815242386241063e-33
192	4846	1.0798850139141076e-26
193	10645	6.301564458035022e-22
194	10365	9.092595199277271e-20
195	57172	2.208992344102075e-19
196	8536	1.1308114193480571e-21
197	57118	3.618699635705398e-24
198	5241	1.0920853075694268e-18
