#rank	DIAMOnD_node	p_hyper
1	8864	1.5387134228339266e-06
2	5187	5.774533324630692e-09
3	1453	1.061577236041938e-06
4	102800317	3.681478840203854e-08
5	53944	1.7086810222225905e-05
6	1456	1.774819818840412e-07
7	1455	2.110571256818515e-09
8	122011	3.660614986704937e-11
9	1452	2.335932221145247e-13
10	6608	1.9969708210123015e-13
11	8313	1.9794532680520237e-07
12	8312	2.445965287590698e-09
13	637	3.55740892165623e-05
14	5366	9.425390020565654e-06
15	10018	5.592670081205325e-07
16	27113	4.338459305108021e-08
17	598	4.5071300797804296e-08
18	4170	1.4394097297559403e-07
19	638	6.146749072920166e-07
20	12125	1.618803620629624e-06
21	597	1.8937797075693952e-07
22	8739	3.436906700145381e-08
23	599	5.3186866165514875e-09
24	572	5.646710621889379e-07
25	578	3.5260864610197985e-06
26	7157	3.86388487970586e-06
27	10572	9.366566308152839e-07
28	5599	1.5249432804951072e-06
29	8795	5.664476866983713e-08
30	843	3.0053215512123786e-08
31	356	1.7836024410070517e-09
32	4478	7.514370631073118e-11
33	841	1.4857353490687176e-12
34	7132	2.7657751328480968e-14
35	396	1.2502297454517046e-15
36	7430	5.753007829016466e-17
37	387	4.0943214490169025e-13
38	8797	4.065558838667502e-08
39	5602	2.887298230465734e-06
40	5601	3.604158994701382e-07
41	317	1.1111264685261408e-07
42	3725	3.424865350108294e-07
43	2353	2.999709264854318e-08
44	1513	5.575393530174222e-08
45	2355	5.806070953019696e-09
46	3726	2.5773238278134364e-09
47	54	1.27859695621636e-09
48	2354	1.3941231275140822e-09
49	3727	7.209044728232607e-11
50	8061	7.169778232346078e-12
51	799	1.4450708152545568e-13
52	4772	2.387010097411791e-14
53	6300	1.0326949472874588e-12
54	5597	1.1725967904387683e-14
55	5596	9.685056037879155e-17
56	225689	6.538176423482387e-19
57	5603	9.528235617806693e-18
58	5600	6.442413311155755e-19
59	1432	3.585116954406001e-20
60	5598	8.267489730514415e-22
61	5595	5.1324404127675735e-15
62	5594	7.342179095290514e-16
63	2002	1.0561653365936294e-16
64	5778	1.5056921819463245e-16
65	1845	4.612248918474249e-19
66	5801	8.650677689272908e-22
67	84867	7.511953859834403e-25
68	1847	4.576601051169065e-14
69	1844	4.373199410999957e-16
70	11221	3.4106102105476184e-18
71	80824	2.1544611765597937e-20
72	1850	1.0872563069680937e-22
73	1846	4.286493954472067e-25
74	1849	1.273778637008272e-27
75	1852	3.4776142824192245e-28
76	1843	2.3055782276725944e-19
77	1848	1.837246954188271e-20
78	7189	2.7998844630473663e-13
79	7124	1.1530853340958717e-12
80	27040	4.984535241028899e-12
81	100132074	7.793700899007968e-12
82	4303	6.422787828213532e-13
83	2308	1.3093218401064396e-12
84	2309	2.922841777289676e-13
85	595	4.892981067457142e-12
86	6885	2.450988147172733e-11
87	1386	7.351170477247982e-11
88	8986	1.0136595771728638e-11
89	9252	8.601417523567039e-13
90	2005	9.960809283389237e-11
91	4318	1.4766326992106916e-10
92	4208	1.6390057316427387e-10
93	1026	2.29343020162809e-10
94	84699	5.837932232371088e-11
95	90993	2.7117483449857053e-12
96	64764	1.1446100289202476e-13
97	9586	4.412879114953265e-15
98	148327	1.5607256878397836e-16
99	1388	1.0583255947978637e-17
100	10488	8.828993609363298e-19
101	10000	1.2269545666831963e-18
102	208	9.390408621473986e-20
103	207	1.2474034542009578e-20
104	468	2.783958139689868e-21
105	1390	3.100879131089734e-21
106	57552	2.4168235024806745e-16
107	5449	2.598947116090543e-16
108	8600	2.1802512968941347e-15
109	7038	2.341646708106942e-15
110	5593	4.35108998636397e-14
111	5592	4.546597379313618e-15
112	9658	8.692000410536317e-14
113	6770	1.280883384979936e-13
114	5566	5.306021653477233e-14
115	4217	1.4353352662081052e-14
116	5568	1.1195797513645956e-14
117	359	3.750083252704073e-16
118	5567	6.597402943533489e-16
119	3164	1.7689218303560958e-15
120	1586	9.185073444609198e-15
121	5241	1.2723383407062436e-14
122	1585	4.506384388630054e-14
123	1584	1.179339498025074e-15
124	7442	1.4082068351441535e-13
125	5578	1.8026936431264508e-13
126	6416	8.885128099440099e-15
127	5579	1.0805731015889943e-13
128	5582	1.2430638607314007e-14
129	57369	2.1322585315743041e-16
130	6548	3.580334100242907e-15
131	2697	8.736783182258737e-15
132	5087	3.472881867192374e-13
133	7849	3.623876730983333e-13
134	6667	4.634254183584456e-13
135	9368	2.306245997623358e-12
136	5609	2.841906569746075e-12
137	4214	2.287892527054207e-12
138	5608	3.520205953486403e-13
139	5606	1.4453303368094394e-14
140	7270	3.82013923570476e-12
141	7350	4.023592306067622e-12
142	5894	3.1171785969234895e-11
143	1027	5.472864274152984e-11
144	4893	6.373098203364125e-11
145	3265	9.158338964572634e-12
146	3845	9.56384575891873e-13
147	5604	9.01893185542134e-13
148	5581	7.088999906385184e-11
149	5580	7.92380628860195e-11
150	59341	5.65548510226085e-13
151	5588	2.0129954782795516e-12
152	5583	6.171524716702823e-13
153	369	2.1429702882850094e-14
154	673	4.807183183915198e-16
155	5605	7.534631755367818e-15
156	3551	4.182386377025465e-12
157	1147	6.749046834507232e-12
