#rank	DIAMOnD_node	p_hyper
1	23246	6.6568321700354305e-06
2	285855	7.189378743638225e-06
3	11127	7.74240787776433e-06
4	23481	8.315919572413485e-06
5	6949	8.909913827585784e-06
6	9221	2.851725951476208e-05
7	8546	3.0416353601600045e-05
8	23432	3.2376509765070585e-05
9	55661	3.4397715570032965e-05
10	3839	0.00012105909168934731
11	23054	0.0002048209984162979
12	2957	1.3641385308441647e-05
13	2091	0.000397341324743583
14	84634	0.0008162135546216937
15	5745	0.0014098026753474914
16	51289	0.0017042494644464816
17	2770	0.0008020629459110976
18	2773	9.707147171835958e-05
19	2771	1.1087117882171229e-05
20	64805	8.82532997446182e-08
21	339403	2.8494892244346174e-07
22	59350	2.445965287590698e-09
23	2775	6.293704157572853e-08
24	122042	1.096186084439897e-07
25	6013	3.99948786389571e-08
26	117579	1.65734295562659e-10
27	6019	4.3787717233006493e-13
28	10022	6.74031107917032e-16
29	3640	4.62615722666051e-19
30	1815	2.1649797795855037e-07
31	1813	4.389668542129301e-08
32	59345	2.055739648954206e-07
33	94235	1.3798477414513162e-08
34	3763	3.4275262995786793e-10
35	3762	6.005164612733487e-12
36	3765	9.099868202186753e-14
37	3760	1.7696690158011188e-15
38	9568	1.0616094205319828e-15
39	2787	2.1845124199059906e-16
40	2790	8.659121926449586e-18
41	10681	3.2470949640572455e-19
42	2793	1.1554707491506533e-20
43	2785	3.912453271256607e-22
44	2786	1.2636171961819218e-23
45	54331	3.9011613266695048e-25
46	2791	1.428603738956857e-26
47	2783	4.098173559303889e-28
48	2784	2.263233838521251e-29
49	2792	1.2588103807126816e-30
50	6323	4.3584578974434443e-32
51	55970	8.095301840881301e-33
52	4543	5.538147507705717e-33
53	4544	5.59470495080992e-35
54	51655	9.85277346825984e-33
55	1268	1.355268172091656e-32
56	1132	4.541153151650267e-32
57	187	2.1120053290520084e-30
58	3355	6.782054513792378e-30
59	3350	1.0034362736207554e-31
60	3352	1.3994033572331802e-33
61	3354	4.99875387787317e-35
62	3351	6.566422024679833e-37
63	3361	1.085438949526495e-36
64	1129	9.769786305722948e-35
65	3363	1.3173564439689295e-30
66	2788	2.5325034397308005e-30
67	51764	3.5974518626762593e-31
68	2782	4.699991857150331e-32
69	23533	1.478468285271775e-32
70	146850	1.3688660141173351e-34
71	10672	6.288207526316789e-31
