#rank	DIAMOnD_node	p_hyper
1	3839	1.6114021497179898e-07
2	6949	7.189378743638225e-06
3	11127	7.74240787776433e-06
4	23481	8.315919572413485e-06
5	285855	8.909913827585784e-06
6	23246	9.52439064328151e-06
7	8546	3.0416353601600045e-05
8	55661	3.2376509765070585e-05
9	9221	3.4397715570032965e-05
10	23432	3.6479958575416405e-05
11	23054	0.0002048209984162979
12	2957	1.3641385308441647e-05
13	6093	0.00024093660264390537
14	9475	7.806188393229747e-06
15	23396	8.341283485150885e-05
16	8394	3.7252807459823398e-06
17	8395	1.5503441039885436e-07
18	5305	7.35551260914383e-08
19	79837	2.107100378370046e-09
20	8396	5.286329606203535e-11
21	85477	2.0167507198199818e-13
22	2934	1.1229935267526388e-14
23	200576	6.815785065641099e-16
24	55529	7.963113361003197e-13
25	90809	9.434856562121572e-15
26	3633	7.641681014063064e-13
27	8867	1.4121914971318166e-14
28	56623	2.349967685167778e-16
29	4952	3.545991124787623e-18
30	8871	6.834662063788073e-20
31	23007	5.187751524971634e-19
32	9651	5.781818860022634e-21
33	89869	6.33967576711481e-19
34	113026	1.6633921915228265e-20
35	5333	4.1186657084955863e-22
36	84812	1.5264399426781996e-23
37	51196	1.7509297348389652e-24
38	5294	9.027100465289758e-25
39	138429	2.40213518957987e-25
40	22876	9.320164602118917e-26
41	22908	8.84012526954102e-28
42	5286	3.0038069098058205e-28
43	5288	3.1743789854857876e-30
44	5287	5.327929704446503e-32
45	5297	3.9271943004388e-31
46	55361	3.266242060405132e-33
47	55300	2.509918009775788e-35
48	5298	2.6828417593620097e-36
49	5336	3.454519440038389e-36
50	5335	1.1383651548261143e-37
51	5331	2.365030389541309e-37
52	8776	3.42705898588415e-39
53	9108	2.1574395743697833e-41
54	9107	1.2512264745534706e-43
55	8898	6.6741398209282526e-46
56	55613	8.734332703958882e-48
57	9110	4.174504882858745e-50
58	64419	1.8282213905633943e-52
59	8897	7.311718987090055e-55
60	4534	2.862462003914364e-56
61	5332	3.603668971419041e-52
62	5330	1.3826748806192622e-53
63	23236	4.056218175505637e-55
64	10423	1.638212526947576e-55
65	8503	3.186771557759564e-55
66	5296	9.009791917717468e-57
67	5295	1.3613579349585657e-57
68	5289	4.854035613301497e-59
69	8821	4.56903182157832e-40
70	3631	2.031659280868874e-42
71	5293	7.147524298321471e-34
72	5291	2.852488515710893e-35
73	5290	2.1519013136755905e-36
74	3613	5.483211306243951e-26
75	3612	2.4503310252966443e-28
76	54928	3.39319267429933e-30
77	3628	2.2770073834040065e-29
78	3632	1.0898835307044789e-26
79	27124	1.210769426197269e-25
80	51763	1.8516922963299606e-27
81	3706	1.8404783327741295e-28
82	80271	5.920881744508726e-31
83	3707	7.92163589075813e-33
84	253430	5.041708864066708e-34
85	9562	1.3139718991496403e-27
86	9896	2.1928073105585283e-24
87	3636	5.704528056045026e-23
88	3635	3.160682733885489e-24
89	2359	2.7415482425658213e-22
90	2358	4.961361207255268e-25
91	2357	3.6156268545769e-21
92	3705	5.206723308677009e-19
93	cpd:C01245	1.2987021116177082e-17
94	3709	3.337398294682247e-14
95	3710	1.080346983892291e-15
