#rank	DIAMOnD_node	p_hyper
1	3839	1.6114021497179898e-07
2	23054	1.5084057105739777e-06
3	23246	7.74240787776433e-06
4	23481	8.315919572413485e-06
5	285855	8.909913827585784e-06
6	6949	9.52439064328151e-06
7	11127	1.0159350019500204e-05
8	9221	3.2376509765070585e-05
9	55661	3.4397715570032965e-05
10	23432	3.6479958575416405e-05
11	8546	3.8623226343494836e-05
12	2091	0.00037658121940422137
13	84634	0.0007748269835813028
14	5745	0.0013403968330208318
15	51289	0.0016225367436161601
16	2773	0.0007166687617075522
17	2770	8.475179855788567e-05
18	2771	9.464140368222382e-06
19	64805	8.236974642830649e-08
20	59350	2.603609497622245e-07
21	339403	2.187236620181767e-09
22	2775	5.2952161674796757e-08
23	122042	1.0071923115597085e-07
24	117579	3.680725025405137e-08
25	6019	1.4952381760708966e-10
26	10022	3.8742039015718256e-13
27	6013	5.85060179728776e-16
28	3640	3.940800600488414e-19
29	1815	1.97149636149595e-07
30	1813	3.8594369610177174e-08
31	2786	1.7837294619776358e-07
32	2787	1.1766706666751521e-08
33	3763	3.02705773388141e-10
34	3765	5.214838928783356e-12
35	3762	7.772198299389766e-14
36	3760	1.4871256651389955e-15
37	9568	8.631239746452354e-16
38	2785	1.68795683844453e-16
39	94235	6.587527241520703e-18
40	2790	2.4326851915535075e-19
41	54331	8.52687883912776e-21
42	2793	2.844563967326136e-22
43	59345	9.053365720547293e-24
44	10681	2.754904300898183e-25
45	2791	9.946555877401171e-27
46	2783	2.8134705421783716e-28
47	2784	1.5327945976220297e-29
48	2792	8.411988215856529e-31
49	6323	3.372813261151685e-32
50	55970	5.271127393197958e-33
51	4543	4.31751793779653e-33
52	4544	4.3056985050627866e-35
53	51655	7.614456867447138e-33
54	1268	1.0347952178859885e-32
55	1132	3.535423357732996e-32
56	187	1.675602995407887e-30
57	3355	5.0849197587413185e-30
58	3350	7.43314345854469e-32
59	3352	1.0243458540629837e-33
60	3354	3.616858202812557e-35
61	3351	4.696104191454553e-37
62	3361	8.034732496076157e-37
63	1129	6.850400765285845e-35
64	3363	1.0269059742221983e-30
65	2788	1.4303297025208475e-30
66	51764	2.0104150428975686e-31
67	2782	2.598950628660429e-32
68	146850	1.1505266903756311e-32
69	23533	1.0539241473337136e-34
70	10672	4.6795911438361185e-31
71	2914	1.473701831144194e-31
72	2917	1.967365814457211e-33
73	2918	2.4612835730625516e-35
74	2912	9.713854161065776e-37
75	2913	2.1218274692834894e-38
76	2778	2.5352407341703267e-38
77	5294	9.45565980089259e-31
78	109	6.231347282881008e-30
79	112	4.262391125546401e-30
80	108	1.535567534061351e-31
81	55811	3.2871806809447695e-33
82	114	9.098637239700596e-35
83	115	2.0781178793394347e-36
84	113	4.5542047387667287e-38
85	196883	9.583468002317202e-40
86	107	1.937696623822896e-41
87	111	1.448447670137004e-42
88	814	1.5569029069430284e-37
89	773	1.1060065680341357e-28
90	774	1.173379425936607e-29
91	57580	3.45933203203079e-27
92	779	1.2661172665158457e-24
93	778	5.990955949146367e-26
94	776	1.1779241055737273e-25
95	5923	5.07044355768375e-27
96	5924	1.7570494872284067e-28
97	775	1.1783802830599446e-29
98	4893	5.768837366351236e-24
99	3265	4.321135545742024e-25
100	3845	2.0260978280087847e-26
101	5581	2.2742641929409708e-26
102	22800	7.545292080762094e-27
103	6237	1.244947451321982e-27
104	22808	6.65663948134002e-29
105	5293	2.056403867437238e-26
106	5291	1.200803116109888e-27
107	5290	1.2483145814419338e-28
108	5296	1.978102360554253e-28
109	8503	2.5847657382190038e-28
110	5332	4.1174398234851787e-29
111	5331	2.5564004626640684e-30
112	5295	1.8843101642332844e-31
113	23236	1.1161687597693101e-32
114	5330	6.443603899723063e-34
115	2776	2.3993633728724304e-30
116	5336	1.4786201102603747e-27
117	5335	1.8827789041408496e-27
118	5580	1.3533542987739078e-25
119	5602	8.514916681983176e-24
120	5601	1.1381641098162958e-24
121	10411	8.186693560901511e-26
122	6300	5.616836762928971e-27
123	5603	2.528059627735281e-28
124	5600	1.9509587419022095e-29
125	1432	1.1197356868965517e-30
126	5599	7.12148251080408e-32
127	5595	3.1345761789523655e-27
128	5594	5.66831221465311e-28
129	27040	7.441023468535863e-26
130	91860	2.16506480528171e-22
131	163688	9.384494728246275e-24
132	805	5.31292010985023e-25
133	810	2.1209219465139377e-26
134	51806	1.1390831400846728e-27
135	801	4.210899748530497e-29
136	808	2.156562561370657e-30
137	816	7.609361502064122e-32
138	817	2.251540364073642e-33
139	818	6.365518057356471e-35
140	815	4.4052257942988714e-36
141	4846	5.359755171946578e-22
142	4842	8.968009466462947e-23
143	10000	5.764210365804441e-24
144	208	4.321313478234877e-25
145	207	6.690914481978827e-26
146	57172	4.216564081099429e-21
147	8536	1.598245871702266e-23
148	57118	3.792350169987476e-26
149	117	7.946927780631918e-21
150	5241	2.4070363590440986e-20
151	53632	3.1309325243919165e-20
152	5562	1.5351950281114633e-21
153	5563	7.139866593647123e-23
154	51422	3.154037860922084e-24
155	5571	1.325092386704328e-25
156	5565	5.3005982315051865e-27
157	5564	1.8675397196755836e-27
158	2308	1.1711123926026595e-26
159	10645	2.2901447729141877e-23
160	2309	1.3174838117287312e-21
161	6885	7.939353253145693e-20
162	2359	1.3033110618989674e-19
163	2358	3.882382949401822e-22
164	2357	7.594425703200265e-22
165	5894	1.0284688149924787e-18
166	6714	1.3123099259706814e-18
167	5170	1.4719550105383887e-18
168	100132074	2.0910656666378886e-18
169	4303	2.046677839869323e-19
170	10365	1.1267195074532068e-18
171	4843	6.394044195383423e-19
172	7442	3.623410887138314e-18
173	5532	8.29570492741087e-18
174	5533	1.807043378622079e-19
175	5530	7.103538005222733e-21
176	5535	2.5337972037109402e-20
177	5534	4.035285750579907e-22
178	2911	1.169348400204118e-22
179	2915	1.782595731022133e-19
180	1902	5.456994752231667e-20
181	2916	1.7076092241564337e-21
182	57121	2.9073823878576135e-19
183	23566	7.27561345487235e-21
184	9170	3.160826644343355e-22
185	554	1.361768238619124e-22
186	2846	2.341052910399034e-23
187	10161	5.865472308853779e-23
188	2768	6.255202422551296e-23
189	552	2.0124434367093205e-23
190	553	7.859613496715711e-25
191	5737	2.8986260222343605e-26
192	551	4.695666294725576e-27
193	3577	8.618260576241402e-28
194	185	3.3779595377227017e-29
195	2149	2.363179583709214e-30
196	183	9.812797759454214e-32
197	3579	1.1296962468042322e-32
198	2147	1.4572861451285412e-25
199	5021	1.5405406453802398e-21
200	1128	2.6858041546101674e-22
201	3357	3.0957727590975764e-22
202	3356	1.0734290720674203e-23
203	3358	5.888314458735446e-25
204	1909	5.414878604813334e-25
205	148	1.2195877963908371e-24
206	5733	8.772407646242767e-26
207	2769	4.629145578267639e-24
208	1910	3.4560658425330223e-25
209	9630	6.994017256355949e-26
210	624	6.444977970784748e-27
211	2767	1.22628863205564e-27
212	1131	3.1307789828662118e-28
213	623	4.357236021612749e-29
214	6915	4.533013244961602e-30
215	887	1.8666605287067212e-31
216	886	7.602928614785455e-33
217	147	3.3914329143696547e-34
218	146	6.261363920291395e-36
219	5724	8.621149677965109e-38
